ID,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
0,0.1337989017668834,0.0961685598143475,0.1248260628272369,0.0223247089910791,2.035723083174138,0.2862700080271684,0.0307906967606102,0.0152745817354701,0.6770175045228062,0.2067266922558523
1,0.0963534329388013,0.029350187242332,0.0818792843565866,0.0191650053042458,0.8834449609730421,0.0526341182534457,0.0127231192851611,0.0035194675870701,0.3070899662550037,0.0646083167984947
2,0.7587347959236896,0.1874147380352468,0.4826544518655687,0.1362926543246494,0.3693976126832916,0.0139360170700461,0.0174741998349562,0.0070445039660302,0.0336214679980148,0.017543564931639
3,0.6876682428013257,0.0507509514630754,0.1904990399562344,0.2048473858179995,0.4855916490214207,0.0789788598789533,0.0142128864896365,0.0065672030446552,0.3515565392433163,0.0074103154283697
4,0.1545462370453125,0.0544316851342927,0.1194361675371006,0.0220140719342516,0.1933340749110124,0.0139360170700461,0.0282695697020388,0.0047686577723328,0.0266809677984529,0.0159846443266182
5,1.0868940454277864,0.1765525737106117,0.2431325806610808,0.1678336802891926,2.129885057265687,0.0205656666197688,0.0715773573743861,0.0166331709156696,0.0244884261616935,0.0048848547767014
6,0.8031086206504798,0.8915611636678904,0.1684249083119035,0.2483421392993541,1.4558365103893942,0.0214499485568017,0.2508228220209419,0.0227709592005015,0.0278839239606131,0.4571525650680818
7,0.1541948250563538,0.3752541608249402,0.1651504319234341,0.0220140719342516,0.2299782945064856,0.0190905047469646,0.0597289568100821,0.0035785706546124,0.0293291546683722,0.0404583250228646
8,0.1053702893735564,0.0954979189262729,0.241252906278573,0.0223733501065062,0.0751084714883967,0.1884532969101206,0.0265315943357707,0.0054482527244221,0.8867808961064985,0.8183673303410437
9,0.0923607839107236,0.0253040769806347,0.0730663576469347,0.0191650053042458,0.0576364725584193,0.057759715885732,0.0089754241558837,0.0050289077167366,0.7980745453957898,0.3519766749259183
10,0.0819614348768911,0.1223567898108257,0.0962842705267071,0.0179621463197754,2.680241529351383,0.1885826488845856,0.0664170261658144,0.010537495631583,0.2179074555740189,0.0096682029243133
11,0.8306543244583255,0.2314292710055696,0.2490416547589525,0.4418986737167933,7.074031515710862,0.0154111789428503,0.1424765671532585,0.0213786887439385,0.0377710196468942,0.0058060501496405
12,0.2658905833562559,0.0587803669389785,0.3264647286924124,0.0626260529992641,1.2910384879960242,0.2283532128325537,0.0152287795896116,0.0033909430617899,0.0468127786868681,0.305072292746427
13,1.062330499251718,0.0515491491736128,0.5136164601499736,0.1586075126564601,0.089221604286626,0.0352569997898177,0.0393619400944006,0.0066696240660934,0.4659675034915526,0.0110064559876085
14,0.1298336275689027,0.0513185530856816,0.0818792843565866,0.0220140719342516,0.1629786590219504,0.0258866580092222,0.0089331924606229,0.0101719876634564,0.0433523108938206,0.0041283672935427
15,5.295404337539683,0.1040180655309967,3.3593024944494068,2.1666164978545632,0.8868833945470891,0.0218307901062876,0.0825144026481355,0.006636772669994,0.0331782762648035,0.0048491965307952
16,0.1286083092748842,0.0937815968644344,0.0777065764487311,0.0191650053042458,4.238240621913041,0.1423182394477413,0.1029644345631966,0.0102590590254879,0.2845218984282073,0.1522260675146575
17,0.0963534329388013,0.1384804493498876,0.0768996236220523,0.0191650053042458,1.587059842991925,0.8215576577471444,0.0360856478833882,0.0076023262341226,2.0956433573143984,0.129773436393389
