Timestamp,Water_Consumption
01/01/2015 00,216.38328400341487
01/01/2015 08,150.8075215779302
01/01/2015 16,268.1872419873937
01/01/2016 00,81.33664149855584
01/01/2016 08,104.27021652495375
01/01/2016 16,198.638216409027
01/01/2017 00,182.1263509169428
01/01/2017 08,130.73701647821443
01/01/2017 16,68.45217166732257
01/01/2018 00,143.98114605540223
01/01/2018 08,150.11045899345734
01/01/2018 16,143.2696404117971
01/01/2019 00,151.02790715746252
01/01/2019 08,240.64975531835324
01/01/2019 16,174.31046210387876
01/01/2020 00,281.62663408619346
01/01/2020 08,201.3513505796812
01/01/2020 16,103.46376462442332
01/02/2015 00,165.9264989526428
01/02/2015 08,102.94668956327112
01/02/2015 16,170.95809400479502
01/02/2016 00,70.86654675502255
01/02/2016 08,208.5512406741778
01/02/2016 16,69.64315743916224
01/02/2017 00,227.3438442888627
01/02/2017 08,102.60977615160184
01/02/2017 16,61.85952202904007
01/02/2018 00,153.98159609220068
01/02/2018 08,100.27556147137064
01/02/2018 16,83.6519732362256
01/02/2019 00,111.45112253035772
01/02/2019 08,122.1082638761472
01/02/2019 16,98.92628718708612
01/02/2020 00,113.06410487979278
01/02/2020 08,143.55347921805958
01/02/2020 16,122.2802970763064
01/03/2015 00,140.10479477193246
01/03/2015 08,274.53167029304365
01/03/2015 16,217.2393190866026
01/03/2016 00,156.53537103527012
01/03/2016 08,91.38027092469976
01/03/2016 16,188.36851354274447
01/03/2017 00,144.02863185560548
01/03/2017 08,42.45927933744648
01/03/2017 16,74.3460010473771
01/03/2018 00,89.01120179632052
01/03/2018 08,185.8694560259609
01/03/2018 16,218.74113323992995
01/03/2019 00,115.22746246981248
01/03/2019 08,157.4111401768644
01/03/2019 16,91.9223698702788
01/03/2020 00,127.58517161130376
01/03/2020 08,224.2323466830881
01/03/2020 16,332.95169307352774
01/04/2015 00,125.8602840774049
01/04/2015 08,199.61359846012465
01/04/2015 16,218.22132499734423
01/04/2016 00,130.94036385612196
01/04/2016 08,41.61446255780367
01/04/2016 16,188.33483342863192
01/04/2017 00,100.7154286670347
01/04/2017 08,214.3226315234176
01/04/2017 16,132.97595286736768
01/04/2018 00,310.1581771734705
01/04/2018 08,108.57119757826392
01/04/2018 16,140.64606855515495
01/04/2019 00,220.68057899564545
01/04/2019 08,190.32066129101855
01/04/2019 16,95.776063780769
