ID,C25,C26,C27,C28,C29
0,0.0509345708684496,0.1200881007937074,0.8625537933556986,0.0252117145217411,0.0780868021028408
1,0.0156705503737985,0.0181129572422886,0.7009499741842662,0.0084207217523825,0.0186787850470108
2,0.7355288472587209,0.0215455514993528,0.0160447713577812,0.0537675341700591,0.0458542272753374
3,0.0618625975272525,0.0117348641955764,0.1329659390038503,0.0210931355077363,0.018502796745376
4,0.0156705503737985,0.0011842228677458,0.0160447713577812,0.0084896046946695,0.0155630713196995
5,0.02573436844763,0.0086977284805714,0.0053622607746435,0.0236488151031252,0.1414746100466953
6,0.798319317922179,0.0940049826250461,0.0173108485186164,0.1094604529184934,0.1896649935005524
7,0.028029580802141,0.0030811229082224,0.0182364954970469,0.0323727870936735,0.1380625832384038
8,0.0156705503737985,0.0311880947447681,0.4008160370293697,0.0830332354826267,0.0324501498616126
9,0.0150285245305358,0.0140350799371028,0.2409588617164333,0.0082044788951051,0.027981747676601
10,0.0949511264604016,0.0244519284686258,0.4570115942195914,0.0137573804866618,0.532582476815075
11,0.0388631268557592,0.0051167986893744,0.0160447713577812,0.040712934059978,0.5868010635871695
12,0.0150285245305358,0.0055766988750043,0.0809302662390907,0.0057843609583968,0.0237250803983596
13,0.0269688906534075,0.0189010075783738,0.0613340394928743,0.0180064861859349,0.0103635636259395
14,0.5754841533468071,0.0544020698721549,0.0249215372613323,0.0066099238729392,0.0092537689123827
15,0.028029580802141,0.0096843370276182,0.1879965542037896,0.0138388905041423,0.0113474875323999
16,0.0492170122976322,0.0229034311203238,0.3215982242408133,0.0178838921019731,0.1887168757311127
17,0.1815807738399972,0.0513162121939879,1.0523359074148972,0.020134293609611,0.195234445483872
18,0.1114697468525637,0.0315780996684685,0.0532634709387709,0.0268658948887817,0.1863604782919691
19,0.3704574778072502,0.0932476368464181,0.450919647352646,0.0261651793051199,0.0139032667283726
20,0.1815807738399972,0.039554602683088,0.0213371197468293,0.046314524029195,0.0253466591747536
21,0.0217995608378633,0.0038806026106472,0.0160447713577812,0.0074552506530479,0.0418875160175201
22,0.0896745159931388,0.018609703176061,0.0160447713577812,0.0047008349765846,0.2872213009176602
23,0.0547832619901246,0.0244839329336964,1.145650613879195,0.0479280673616912,0.0123608715002018
24,0.0455719279394916,0.0223543383180884,0.0186435673976009,0.0113923775870815,0.1098350604515116
25,0.0875800567388442,0.0248615951147057,0.0221757926636999,0.0303994085816256,0.1435920967123064
26,0.7444643331961207,0.1259088547896754,0.6574247885736328,0.1057612241447813,0.119712486113637
27,0.0251714784805163,0.0098567952630564,1.9291432822509595,0.0195273825202192,0.021306590024248
28,0.2254595512037131,0.0079864318963155,0.0208952660331194,0.0074015431246251,0.0193204858586949
29,0.3387222255093011,0.0125047759071933,0.1457119508421672,0.0223450333769605,0.0102564474436047
30,0.0161052298186778,0.0170137826577716,0.1283677016625804,0.0116454510980573,0.1097731033004646
31,1.2370293196560316,0.0621886538434464,0.0182364954970469,0.0179836756078756,0.0909176992935653
32,0.6400659801708035,0.1777879882392193,0.2782229727753363,0.0188682707092297,0.0205665645989182
33,0.0188585018892272,0.016858983472163,0.0160447713577812,0.0123874412356698,0.0243196000591677
34,0.0156705503737985,0.0084118017595455,2.8079002557978017,0.0249218433462587,0.042012589379662
35,0.0373464328855707,0.0305475698576495,1.1865225636874015,0.0196173779157319,0.147631771979756
36,0.3018025313919143,0.0336610783680032,0.123626833665992,0.0222975882252384,0.0119144600684347
37,0.0511534262601717,0.0125987993830708,0.0597084336922196,0.0079465056269426,0.2938579489736338
38,0.0156705503737985,0.0032750513604496,0.0160447713577812,0.007092640448728,0.0825243844082405
39,0.1815807738399972,0.0299222021928482,0.209664156486622,0.0168056852642834,0.008864217634179
40,0.1341079163809272,0.0398671831486306,0.0149854964701151,0.0942023441553018,0.0236680175511691
41,0.0150285245305358,0.0063260008638705,1.5995769403169904,0.0255173876401598,0.0266261396244925
42,0.2360557236658142,0.0159980961237195,0.0317478414516588,0.0120459940308236,0.0102311317677202
43,0.024657663159488,0.0197178883844299,0.4745309733706451,0.0222369680530604,0.018940254907572
44,0.0156705503737985,0.0343695382681423,0.1483661672690575,0.0875901174740746,0.1276567324311298
45,0.1255460126209446,0.0127543233637485,0.1803086927401525,0.0591367179222387,0.0210225240806875
46,0.0260581044400542,0.0215573238703398,0.2389880756462732,0.0984768968810484,0.0164071731050324
47,0.0179457299797295,0.030219707044741,0.0491795133574557,0.0058481343412594,0.1155088456797938
48,0.1202127066623152,0.0059187456091117,0.0805523028256063,0.0074015431246251,0.0193204858586949
49,0.1331746397132893,0.0079628004878887,0.0341770862004411,0.0206323448483189,0.016108922522032
50,0.5639008726844996,0.0276215202849709,0.0193991176210036,0.0091424227548585,0.008864217634179
51,0.2231589123963577,0.0701384373005087,0.1963530852234614,0.0326729345079101,0.0419150842716743
52,0.0823874525646179,0.0165312712725921,0.1379304833507265,0.0257051673004965,0.0106364286838624
53,0.0156705503737985,0.0051126185421192,0.0896038316431147,0.0049522545277894,1.2272699266590434
54,0.570421442008993,0.103504071790818,0.192756668388836,0.051439902165849,0.0307359447832976
55,0.0156705503737985,0.0112393331769334,0.1950121972485137,0.0239538729809495,0.008864217634179
56,0.0823874525646179,0.0208977597340479,0.3859314257869189,0.1824381225360511,0.0206162345929595
57,0.0150285245305358,0.0096802699156186,1.0442381798647036,0.0059003794494955,0.0201767416219053
58,0.0324597086561344,0.0374227215652791,0.7848628465443541,0.0528307851027519,0.0290586655973282
59,0.5932467156068388,0.0818459628179717,0.0184734706425731,0.1284781249642136,0.1111873417757277
60,0.1874129190088215,0.0147038784378193,0.0160447713577812,0.0091516652364688,0.0864875771616579
61,0.3980190567650798,0.1319735555552913,0.0281850109466975,0.0324777258183629,0.0807145657671907
62,0.8801392834262889,0.1025862189428042,0.0204665549689596,0.0148272005652173,0.0198955898739922
63,0.0156705503737985,0.0115849642222899,0.1816063148443279,0.0093928718070045,0.015167386249156
64,0.1583115064946842,0.0345789659764623,0.035932308645795,0.0200805409993548,0.0095059184458631
65,0.8464372684808414,0.0285892596730392,0.8900261860116077,0.0188606650745085,0.0923993822288292
66,0.0156705503737985,0.0249212179021019,0.4199909452589852,0.0142437349468408,0.0222181993084785
67,0.2038044906454534,0.0530136549665798,0.0901255984798697,0.0157174469430386,0.1829537063094147
68,0.36586117924675,0.0691038446094886,0.800189858710735,0.2641150164790914,0.1413075226663903
69,0.024657663159488,0.003807057640053,0.0871940680380137,0.0435235967388606,0.0095059184458631
70,0.1616558255315258,0.0103145983379125,0.0201129714850028,0.0178763377924255,0.0161592793664721
71,0.0293901741657837,0.0377282450150021,0.3248776430854266,0.0082458173319636,0.0604081355299212
72,0.5562403466007173,0.073156607943807,0.0187715301880305,0.0655842297374064,0.8603515617741476
73,0.5969633733308375,0.0266147429079332,0.0596815975740244,0.0129682198721738,0.008864217634179
74,0.0208867889283656,0.0105586991285889,0.3126170178155805,0.0209787916317722,0.1108885749780864
75,0.7149604335987907,0.141753602865362,0.0497448722607148,0.016675938710999,0.0343746424550016
76,0.3253536404933048,0.0833792699835318,0.0160447713577812,0.011534853318902,0.0095059184458631
77,0.0465269771463145,0.0198083232632507,0.0408888928367448,0.0074119637402062,0.3392630811348834
78,0.024657663159488,0.0036101489339038,1.8450490355979925,0.0569597515323138,0.0648248551077966
79,0.0563854126645683,0.0109274718349482,0.0160447713577812,0.014274296180541,0.0438619457053545
80,0.2294356470607827,0.0213254604513653,0.7102007591901272,0.0103433716367461,0.3225976394823345
81,0.266193456087095,0.0123962033555293,0.0160447713577812,0.0138441342542236,0.0152452977562615
82,1.5871415932757746,0.0379412661283438,0.8291323645979789,0.0104508246959184,0.2075334031177743
83,0.2627360464808962,0.0161327773013743,0.4182323883441202,0.0141495165233422,0.0118130189002084
84,0.0218787232567056,0.0395939878301292,0.0201538549744216,0.0081330087932755,0.3437750892698358
85,0.024657663159488,0.002604112974,0.0539499417362892,0.014794507857924,0.0201173941240239
86,0.0217995608378633,0.007480179450169,0.9550547059342422,0.027645740247702,0.0251132894554001
87,0.1897282248770725,0.0292433401448596,0.0160447713577812,0.0074015431246251,0.0631741843753087
88,0.0156705503737985,0.0255928463280738,0.0301571475000744,0.0084207217523825,0.0283971852403891
89,0.1331746397132893,0.0201664408674922,0.0160447713577812,0.0284741836229144,0.0177395352874708
90,0.0353092563397158,0.00982642314723,0.4091997682270519,0.0260866381877448,0.0184342645588157
91,0.0616634123085905,0.0181848609030068,0.1020626949620125,0.0270080395575959,0.0174960405346763
92,0.0318176828128717,0.0019637653275371,0.0222439951620688,0.013468025750636,0.1412033094783663
93,0.0156705503737985,0.0108338204741101,0.2874284336729831,0.0356849554116919,0.0147113200145366
94,1.109674511766244,0.021513655565142,0.0813252241358784,0.0188682919151787,0.0923993822288292
95,0.8412076143118985,0.2278139327763037,0.6507537508740713,0.024412257466632,0.0147791884154838
96,0.0223493829522713,0.0174589175530276,0.0172073934817378,0.0162763824018938,0.0274787713787344
97,0.0297253626901156,0.01917010082174,0.5433739702138043,0.0386568671429003,0.0095059184458631
98,0.0156705503737985,0.0044132989754038,1.3678100887926918,0.074266513479425,0.2073683775160287
99,0.047862064760594,0.05251794954414,0.0181685072028701,0.0205496218195647,1.9813043480288952
100,0.0150285245305358,0.0072498979408988,0.0655504402246949,0.009406725298514,0.0238016607253638
101,0.2868969267234579,0.1595976791313523,0.4698100825925282,0.0762536303618716,0.2301398233370645
102,0.5008581244197932,0.009757124548979,0.0262767915272777,0.0485701191146389,0.0160302194780496
103,0.1661161066855502,0.0915066910778985,0.0160447713577812,0.0092920612014594,0.563122453502653
104,2.285228568751009,0.0160518221710045,0.0406434980694828,0.061470356792607,0.0095059184458631
105,1.5233810758778792,0.0476795379776905,0.1450257383993519,0.0428533138770134,0.0211139114907536
106,2.160415443247658,0.0980706882496618,0.4510852682441398,0.0256993360679401,0.0184740376206872
107,0.6545121130453855,0.023481055834567,0.0175054530271952,0.0113609267255113,0.0120645357164147
108,0.0156705503737985,0.0102315863389637,0.2194386946511147,0.0128879353622536,0.0464827563627449
109,0.0156705503737985,0.0069432796040315,0.0510894670741324,0.0118638042877236,0.1621163981107355
110,0.0582859679394833,0.0774683764791744,0.3869438363771112,0.053808879315521,0.0157482801804843
111,0.028029580802141,0.0156357817684065,0.0184734706425731,0.0064088412664304,0.2787220465878971
112,0.0150285245305358,0.0058597880507691,0.1038553333136294,0.010353461071655,0.0439799081577047
113,0.4487312207908335,0.0373416572911316,0.0544567942278151,0.0206309305838871,0.2204688904529729
114,1.1004811018334668,0.056523100091999,0.0546575452907634,0.0779024462326659,0.0095713561967539
115,0.0150285245305358,0.0161825976841848,0.2401880336118554,0.010459020159952,0.01915075185381
116,0.0150285245305358,0.0294226807049789,0.0199488159859245,0.0084207217523825,0.0193204858586949
117,0.1897282248770725,0.0447242940514601,0.0640749546590884,0.0306006272447333,0.0440568195698841
118,0.1633598000459106,0.0162053402702689,0.0187861938619678,0.0167250615204565,0.4521694073845691
119,0.0156705503737985,0.0152034919999019,0.0661446125603904,0.0079465056269426,0.0188010473283765
120,0.0156705503737985,0.0186483960569753,0.0642241166796227,0.0054412557192435,0.0204839695724484
121,0.0354912092131062,0.0445943222376328,0.0208597992904176,0.0056278984384433,0.21782455110944
