ID,C1,C2
0,0.1337989017668834,0.0961685598143475
1,0.0963534329388013,0.029350187242332
2,0.7587347959236896,0.1874147380352468
3,0.6876682428013257,0.0507509514630754
4,0.1545462370453125,0.0544316851342927
5,1.0868940454277864,0.1765525737106117
6,0.8031086206504798,0.8915611636678904
7,0.1541948250563538,0.3752541608249402
8,0.1053702893735564,0.0954979189262729
9,0.0923607839107236,0.0253040769806347
10,0.0819614348768911,0.1223567898108257
11,0.8306543244583255,0.2314292710055696
12,0.2658905833562559,0.0587803669389785
13,1.062330499251718,0.0515491491736128
14,0.1298336275689027,0.0513185530856816
15,5.295404337539683,0.1040180655309967
16,0.1286083092748842,0.0937815968644344
17,0.0963534329388013,0.1384804493498876
18,0.0819614348768911,0.2340550756256078
19,0.1009070713374487,0.2878799679518551
20,2.7946543966721467,0.2284519646258076
21,0.1594887466238534,0.1025342546111886
22,0.3606850422987437,0.1176716109372108
23,3.5965673074427715,0.3100754923840185
24,0.3303218509139216,0.0852293031551625
25,0.2027963220210469,0.4696271186533949
26,0.0963534329388013,0.1488812715998364
27,0.2940817031379512,0.0752150977537866
28,0.120995431051003,0.0819828350998676
29,0.2500413350829578,0.086806433927083
30,0.1990622294436863,0.1193258185106486
31,0.2366348054095826,0.221847953702624
32,0.1101500008556715,0.1593206056537355
33,1.9915506615255685,0.2320870807437558
34,0.1432200129678196,0.0418305125407158
35,0.0923607839107236,0.0858334895513934
36,0.0963534329388013,0.0496284508029447
37,0.1449121717199406,0.1149465215440585
38,0.1940978592795974,0.2138203670880074
39,1.6844953845323718,0.0692702314976003
40,0.8446643419632411,0.3011121038347
41,0.1191009212819582,0.03009218980728
42,0.1392089601907602,0.0882890206688415
43,0.1238003524088955,0.040682018070899
44,0.2424102671978718,0.0714940879841805
45,0.1084869188092372,0.0401261884602235
46,4.340708254680383,0.0973059005517342
47,0.2426243385601512,0.0786566212371752
48,0.1471283917383945,0.0429936002823041
49,0.3593471289680994,0.0449468613718153
50,0.2591430822688809,0.0656887817202431
51,0.0784660669345131,0.1884556079067778
52,0.3678849244791737,0.0462439221067569
53,0.8107920790392629,0.109605445586655
54,0.0963534329388013,0.1494803645588007
55,1.2203585895079845,0.0992265664554878
56,0.2261324538452274,0.0612437563016527
57,0.2102038766791767,0.0268090801167517
58,0.1031430492479077,0.0461208615000458
59,0.957956128481189,0.7789306995312899
60,0.3313847323482579,0.2176137822721983
61,1.845401615679609,0.7519477182853251
62,0.3998156550408995,0.1043249327434267
63,0.0963534329388013,0.0328435074974066
64,0.4774465718840903,0.0876876479434003
65,0.0923607839107236,0.2165184013486822
66,0.0923607839107236,0.0714737757392385
67,0.1345721418805143,0.2901801016181224
68,0.1031430492479077,0.7722109782829165
69,0.2116643287775761,0.0260922780929348
70,0.4766181713970101,0.0820624305764312
71,0.2135191437158456,0.2097435907693096
72,0.2942928094019836,0.5575712464254565
73,0.363609105658131,0.0714065215964609
74,0.2798757202293447,0.0941230322697237
75,0.1009070713374487,0.1173775164880652
76,0.201062957250858,0.0853595126012322
77,0.1449121717199406,0.0898403243553247
78,0.5175189773620761,0.0681856480717641
79,0.3198294759098163,0.3238122828027798
80,0.0963534329388013,0.1841823161592828
81,0.6425487177515126,0.1606148571318925
82,0.0963534329388013,0.2118981697043153
83,0.9675396155401788,0.0561543597940243
84,5.350880081143576,0.192806328054391
85,0.241970959545458,0.0260922780929348
86,0.1821302565116158,0.0649145831615413
87,0.1511575544321632,0.0767150528880364
88,0.1352163111626825,0.0543463716952345
89,0.7412868020659036,0.2896837765714253
90,0.279384710902693,0.0383060587686003
91,6.075984209852638,0.0816166929781474
92,1.0336922264726556,0.1921934865259544
93,0.2963240479187763,0.0402440731762425
94,0.215882887907671,0.2471502320898679
95,0.0963534329388013,0.3037269774493751
96,1.8846137686235556,0.2123791380275605
97,4.332194752602252,0.0713164544596083
98,0.2691783448284215,0.1348056334578331
99,0.2349493302939183,0.2252178598631389
100,0.1584357437280661,0.0588108785653702
101,0.0963534329388013,0.2696126917056489
102,0.9993426189360864,0.1079679188534072
103,0.1768229093471265,0.2043233449279313
104,0.2791835655992574,0.2987080873921031
105,0.0963534329388013,0.1181884880735168
106,0.0963534329388013,0.1176808836699791
107,0.1152322818128115,0.0521863911183999
108,0.2481653138132489,0.0345531367114262
109,0.1744849211139327,0.0756185085977876
110,2.674179913552823,0.3370715974873264
111,1.4810856250881872,0.1361608547941586
112,0.1089819996453544,0.0260922780929348
113,0.1336137937217674,0.3054075838429952
114,0.1856554224690145,0.0745509188694512
115,0.1169010795023015,0.0426275714620232
116,0.1518502935835814,0.0590242171077506
117,0.1326630821753016,0.2053317214798397
118,0.4971857637468448,0.2460237821204345
119,0.0963534329388013,0.0351683318934618
120,0.1363633801996431,0.0779665001135498
121,1.289779250819581,0.1099050984592821
122,0.5895140795804283,0.2335899905068316
123,0.0857527820229253,0.2188208565042686
124,1.4532490043387472,0.2438019208842405
125,0.2297023034956029,0.1504945891616415
126,0.9012887972242852,0.3004153677596577
127,0.2421348709216064,0.0591639130323955
128,0.1113609827192223,0.161097337279304
129,2.7508958901929392,0.2593038011535526
130,0.0928039068424797,0.2970366466823606
131,0.3709163595525271,0.1372499803843283
132,0.2391394271583951,0.0816725737298355
133,0.1684885820908195,0.0452814677613304
134,0.9695436202058292,0.1116414969602345
135,0.9233176739256552,0.1888572105875454
136,0.3127943039474732,0.0633176066970435
137,0.9562030356213174,0.3034728255869112
138,1.9419339719064257,0.0478855262975656
139,0.0857527820229253,0.2442325631767261
140,0.089745431051003,0.5932549141783483
141,1.4338399801239097,0.0623811917938354
142,0.0963534329388013,0.0264276776200375
143,0.0963534329388013,0.0708802911088668
144,2.7350164382554314,0.2646099615491011
145,6.778561047937135,0.0890461718196064
146,0.3192105626988879,0.0253040769806347
147,0.4244005769327006,0.0443143281357578
148,0.0963534329388013,0.1628771172312071
149,0.0822574140805474,0.1420208508371587
150,0.1590339282596207,0.1237143707677177
151,2.3687735026072434,0.1905710334945951
152,0.0963534329388013,0.0955153106666301
153,0.1528303754351756,0.1805625450927863
154,0.0923607839107236,0.0757156782329701
155,1.2685795119799397,0.0799536813536605
156,0.2870084860663584,0.0453583523834339
157,0.6000151123920179,0.0546932404284661
158,0.1484185913180655,0.0777043257729445
159,0.0963534329388013,0.0825146341265707
160,0.2373211432316995,0.2303215934865392
161,0.1286083092748842,0.1426948612407585
162,0.3127644292147553,0.1157715826903739
163,0.3027339384028411,0.2463808507075981
164,0.2519866320838875,0.111089877029687
165,0.3358310719089306,0.2393732849658107
166,0.0963534329388013,0.0521290886448213
167,0.1697660578250608,0.0429471731534676
168,0.0963534329388013,0.2626914286578057
169,0.8039003361085153,0.2370281501556263
170,0.4754042077878213,0.0253040769806347
171,0.1254348655532768,0.0336844399774662
172,1.1687501690651945,0.1997713044930577
173,0.1104297643363199,0.0279326807561546
174,0.0923607839107236,0.0743972897638258
175,0.6779125406941122,0.3040125490500458
176,0.0963534329388013,0.2617804392415082
177,1.0784504907972834,0.1510295993706194
178,0.0963534329388013,0.2865657264977443
179,0.0963534329388013,0.1126284367163379
180,1.7076947030912808,0.0446520263234077
181,0.9814520006369524,0.1056491899708788
182,0.8711339302429653,0.0793543187681706
183,3.4047881470945387,0.2288877974918677
184,0.0963534329388013,0.3064509137096565
185,0.2565086548750943,0.0407911921268777
186,0.1039035737815967,0.059426599682726
187,0.0963534329388013,0.2647977536606476
188,2.0877538736279777,0.190136577865448
189,0.3442032978240124,0.0540527948381594
190,0.5658671038293934,0.4311617407787225
191,0.0857527820229253,0.0699740605797132
192,0.1180544679121768,0.0920097762542326
193,0.1344941377941242,0.148278128634135
194,0.0819614348768911,0.5080730356697558
195,0.1392089601907602,0.4618927705072082
196,0.1200017620179525,0.1212195564422444
197,0.6327426139799601,0.0264276776200375
198,0.546839133796627,0.1171820668879235
199,2.960299418268139,0.1498736109248028
200,1.0725079839652127,0.1337920709794133
201,0.9685554712380936,0.0859861227580467
202,0.0857527820229253,0.3835134881067887
203,0.2587305438540599,0.1102834294380017
204,0.0963534329388013,0.1023779963578334
205,0.0857527820229253,0.0749948394387473
206,0.1568609216086289,0.2275196081958228
207,0.2632102326791457,0.0352019220939354
208,0.2925609992420024,0.0268090801167517
209,0.1691695305820277,0.1161078779206008
210,0.0963534329388013,0.2383746740145824
211,0.2046580643694571,0.0268090801167517
212,0.1486416098963192,0.1776457462459319
213,0.0963534329388013,0.4271863271263527
214,0.0980020864702484,0.0283474128430924
215,0.1286083092748842,0.2523650887654611
216,0.5400053003871537,0.1624822306663162
217,0.1099145502851999,0.3808842185447674
218,0.2533724272692299,0.1803073454544545
219,0.0870041156489125,0.0570604501523092
220,0.2124602413572094,0.0372410319017461
221,0.3766893556643,0.1157171808100401
222,0.2201218037701866,0.1252581817153412
223,0.2769793074879518,0.4044873717487889
224,0.5106761182727015,0.5099548338751874
225,0.1309528407476565,0.0653563709091457
226,0.3286885022720045,0.0363883013691037
227,0.4064554213149196,0.3346593163354072
228,0.34830947844998,0.0994739701910447
229,0.746295380133549,0.1584871911091767
230,1.1096435453112892,0.1475103021844887
231,0.4492967526497042,0.063299598876344
232,0.0857527820229253,0.5716763385774783
233,0.0784660669345131,0.0830943407380317
234,0.2389186740223041,0.3860785045529582
235,2.2599957078531108,0.073866227201367
236,0.0963534329388013,0.4519201427013712
237,0.0923607839107236,0.0391708446316869
238,0.0857527820229253,0.5529133487928874
239,0.839420814260254,0.1983038520905637
240,0.51491229325288,0.1733297351446225
241,0.778269040824259,0.1125174877653052
242,0.0963534329388013,0.4342803768362018
243,3.74082690025202,0.1807190956081712
244,0.1286083092748842,0.1225746385810879
245,0.1958920559448844,0.04008302887664
246,0.0857527820229253,0.0468433575354964
247,1.1572588305756173,0.196852537388483
248,0.8175036293290279,0.1095869552524135
249,0.3811838526347375,0.1186198755659433
250,2.6194367546307578,0.2567533987952146
251,0.3404382327174491,0.3247343427341065
252,0.1994231139145514,0.0394570760166488
253,3.204567026249012,0.2368543973774166
254,0.1474487469134575,0.1414486576073585
255,0.0963534329388013,0.305420216877198
256,0.5560513950952983,0.0680061403384997
257,0.1579333796001694,0.2077794644777413
258,0.2973233419073469,0.1548585754431741
259,0.7114119646906576,0.1679068864851587
260,0.2431691657587609,0.0982694437041999
261,0.1673246704343429,0.0596422225556551
262,0.0918507041245422,0.1155986241702493
263,0.1009070713374487,0.2141932684743068
264,0.205132431543777,0.1709569637574503
265,0.0963534329388013,0.0268090801167517
266,0.1182929736863545,0.1079012641076559
267,0.1392089601907602,0.4900715147581167
268,2.270395550953569,0.2286875759658386
269,2.541406353546652,0.1127529097464929
270,0.5327151731656588,0.0417490294988482
271,0.5857335043441227,0.1236392773067535
272,0.2388211679247862,0.0569153054587758
273,0.4986140824224523,0.093838796803854
274,0.1014446254888272,0.0607742821506207
275,0.2816618815598732,0.0476802896358521
276,3.1908893830444387,0.3042448590261728
277,1.3094128056730798,0.1442964824787822
278,0.91651633063552,0.0713411712020814
279,7.269242365572015,0.1062392872719073
280,0.237514333294118,0.047215522418216
281,0.3858299802126086,0.0421589720411674
282,0.1009070713374487,0.0542493273154349
283,0.1013302584945878,0.1125333060136626
284,0.2404750835451952,0.0333215933263517
285,0.0819614348768911,0.2335465361305495
286,0.2097492569194829,0.0968253763608999
287,0.1232627982575169,0.0598396765620663
288,4.457618400996896,0.0962307565931468
289,0.1113609827192223,0.2400161731551151
290,0.2391394271583951,0.0276339685427473
291,0.0963534329388013,0.218400985762716
292,0.5152150445686376,0.0693339891657587
293,0.676984493348161,0.0442462590129679
294,2.4387880473699144,0.0824740218593859
295,1.994829425897794,0.1499493007923746
296,0.1940456946216247,0.0386046710976615
297,1.2984846935908965,0.1209851311960818
298,0.1621487928390226,0.0792378067852468
299,0.5524036553291327,0.5138540968167462
300,0.1752753819640449,0.0404109117428987
301,6.042645338999453,0.1253339278756328
302,0.4504013526787704,0.0907033975582607
303,0.0963534329388013,0.1088968702350456
304,0.3028409715810514,0.1167816918624311
305,0.3868962557356528,0.0306437458114914
306,0.0857527820229253,0.0532053928494377
307,1.058491451975303,0.1134964824542265
308,0.2373692084405294,0.0253040769806347
309,0.9165726956747196,0.140310194614446
310,0.3725125651875234,0.220011841744369
311,2.3210780219127147,0.2615192520009686
312,0.1617110635455421,0.0413838000152708
313,0.1368432741913667,0.3208485081819134
314,1.5179971967193953,0.0591724124954879
315,0.2406379347270077,0.0455255072068638
316,0.0822574140805474,0.5342641557566339
317,0.0963534329388013,0.6481012652132876
318,0.0963534329388013,0.5230263199540304
319,0.3243573898983842,0.1055035859061234
320,0.0857527820229253,0.3814664733348281
321,0.2263185294180831,0.138931520914727
322,0.3002773121300808,0.2396461208976205
323,0.1853194542530647,0.1746337580740118
324,0.2663755869328699,0.1865309955354377
325,0.1750094114871418,0.0452288210711657
326,0.6969618225305996,0.1783825656405923
327,0.1352163111626825,0.0502518921042309
328,0.0857527820229253,0.0636996321735267
329,0.3615103344967312,0.324675096182861
330,0.1598585677168986,0.2305750011495064
331,0.2363101099220759,0.1001379555817465
332,0.4943336797481126,0.0628341507675458
333,2.45754791897011,0.1134203503771431
334,0.0963534329388013,0.0668136896914319
335,3.7727345224887783,0.2868459020158724
336,0.3284139285864031,0.0253040769806347
337,1.4260850621688834,0.1121158010883817
