Timestamp,Water_Consumption
01/01/2015 00,217.9887183926592
01/01/2015 08,151.49042678922018
01/01/2015 16,272.19183427152245
01/01/2016 00,81.66295193278161
01/01/2016 08,100.18236037452024
01/01/2016 16,199.0640788935628
01/01/2017 00,182.0875756739888
01/01/2017 08,130.71308279726517
01/01/2017 16,67.47325421233978
01/01/2018 00,140.30684180400272
01/01/2018 08,145.09596429588544
01/01/2018 16,139.96458883549326
01/01/2019 00,150.90968074979344
01/01/2019 08,249.0035485565404
01/01/2019 16,163.61900004561923
01/01/2020 00,278.73054040673816
01/01/2020 08,203.0601382782252
01/01/2020 16,100.51789143345792
01/02/2015 00,167.9668880963413
01/02/2015 08,103.99325544171896
01/02/2015 16,171.30890394081925
01/02/2016 00,71.1319249016621
01/02/2016 08,209.34533607568957
01/02/2016 16,69.06830360725834
01/02/2017 00,229.1788811827474
01/02/2017 08,102.27199101419612
01/02/2017 16,62.08741799340198
01/02/2018 00,156.50324529859392
01/02/2018 08,98.24250139872208
01/02/2018 16,85.67181963478228
01/02/2019 00,115.56395150486786
01/02/2019 08,121.14445826510249
01/02/2019 16,96.94133865680487
01/02/2020 00,114.917318860793
01/02/2020 08,147.15248352962553
01/02/2020 16,118.51749328762092
01/03/2015 00,141.28433416410115
01/03/2015 08,272.6386768621433
01/03/2015 16,217.46247090829127
01/03/2016 00,156.18111750245436
01/03/2016 08,90.50031992189491
01/03/2016 16,190.18508333079947
01/03/2017 00,139.74643473706809
01/03/2017 08,41.03375415649614
01/03/2017 16,74.2851235856846
01/03/2018 00,85.61292414476927
01/03/2018 08,179.41836059178968
01/03/2018 16,214.1396435671985
01/03/2019 00,113.23835094854198
01/03/2019 08,159.43587788830826
01/03/2019 16,89.08255901608709
01/03/2020 00,128.06559268254463
01/03/2020 08,230.7983324423948
01/03/2020 16,340.18466508273576
01/04/2015 00,127.47783261928645
01/04/2015 08,204.4044834172419
01/04/2015 16,221.63412003043865
01/04/2016 00,134.0068896152002
01/04/2016 08,42.252078149405136
01/04/2016 16,189.9524503291188
01/04/2017 00,99.9914125383935
01/04/2017 08,210.4981858344765
01/04/2017 16,135.26993704814276
01/04/2018 00,317.07572770733856
01/04/2018 08,108.70882146701376
01/04/2018 16,140.45368775823047
01/04/2019 00,227.88016316799084
01/04/2019 08,201.82025284573896
01/04/2019 16,95.04532843608366
01/04/2020 00,233.54272169659532
01/04/2020 08,77.7509949166957
01/04/2020 16,266.21646924604767
01/05/2015 00,70.84345006084668
01/05/2015 08,219.47508298227777
01/05/2015 16,109.6067588962918
01/05/2016 00,104.6180349688677
01/05/2016 08,367.3764061440616
01/05/2016 16,318.739230970904
01/05/2017 00,169.03020189860942
01/05/2017 08,118.5104564962548
01/05/2017 16,77.6769641835122
01/05/2018 00,123.82015613540514
01/05/2018 08,301.8510758791568
01/05/2018 16,186.6084543231342
01/05/2019 00,88.15364854768607
01/05/2019 08,66.67042711630013
01/05/2019 16,100.70163947900454
01/06/2015 00,115.36681144346944
01/06/2015 08,110.56111728090816
01/06/2015 16,195.70269316206216
01/06/2016 00,158.78835219852803
01/06/2016 08,89.49497335052997
01/06/2016 16,60.56462614334152
01/06/2017 00,111.39535732009146
01/06/2017 08,153.10849903773453
01/06/2017 16,321.97583408066185
01/06/2018 00,216.34156047694452
01/06/2018 08,149.2707985778128
01/06/2018 16,128.23044942223353
01/06/2019 00,97.56694282094728
01/06/2019 08,140.59089144802175
01/06/2019 16,337.14935207166667
01/07/2015 00,158.89392473249902
01/07/2015 08,121.3820113865869
01/07/2015 16,90.1789104919914
01/07/2016 00,65.3754295019793
01/07/2016 08,127.8171539888132
01/07/2016 16,105.57535696564123
01/07/2017 00,97.97763285198064
01/07/2017 08,287.3714243977036
01/07/2017 16,58.32209514913284
01/07/2018 00,393.3695039155024
01/07/2018 08,177.69347724987108
01/07/2018 16,373.89863904764456
01/07/2019 00,257.7840199984439
01/07/2019 08,274.1817037767382
01/07/2019 16,208.60288964798391
01/08/2015 00,104.99132591769532
01/08/2015 08,113.52665343715596
01/08/2015 16,168.4205981641773
01/08/2016 00,225.5745688215963
01/08/2016 08,125.21376188281484
01/08/2016 16,238.0775198681572
01/08/2017 00,88.65709840404479
01/08/2017 08,192.87869990058195
01/08/2017 16,135.82052155344888
