ID,C1,C2,C3,C4,C5
0,0.1516290417460797,0.0877794226916847,0.1047559531471457,0.0226805493239801,2.208656860800124
1,0.1024384166633782,0.0365802094392819,0.0807526586177523,0.0200627207760255,0.7862055804780306
2,0.5159114255623964,0.1929875791692865,0.2878945583397986,0.1400192957608517,0.7149627630333037
3,0.5082176825784219,0.0475648074070449,0.1835353710376189,0.3353646260457601,0.504849470796193
4,0.1342996501883564,0.0627933296354712,0.1023941495987351,0.0200627207760255,-0.1411286217426328
5,0.9366361544055936,0.1732726593081423,0.3893289162843253,0.173268397478808,2.5429828085088726
6,0.9579418570322988,0.8634609770873312,0.127738256083871,0.2413110845027979,1.5474768759067723
7,0.1656174006460307,0.3620267082596655,0.159026749508525,0.0200627207760255,0.383860942054502
8,0.1172499285133628,0.084178555277478,0.2360140635465036,0.0274867530916373,0.0675435029752173
9,0.0956850483601985,0.0266674280510159,0.0760348802032645,0.0200627207760255,0.0650060368552425
10,0.0933804962372479,0.1306352076435104,0.0902326134565051,0.0188598990444581,2.598692071469463
11,1.2067073074689207,0.2468130922215749,0.3192346106116425,0.4913150886659998,6.640654285112737
12,0.2698938393553791,0.0561262165146871,0.3140298514227148,0.0769117152322571,1.1793913433438996
13,0.8406228349598197,0.0477453297580467,0.5566662298115667,0.1816068421122174,0.1067477244268724
14,0.1461294478325245,0.052589425286871,0.0862509581093441,0.0200627207760255,0.1415224282590992
15,5.303431234712068,0.1029044555188846,3.261022371199983,1.6379380552626237,0.9298209307243944
16,0.1364067982470689,0.0943068500864427,0.0808271625610764,0.0200627207760255,4.280611867745369
17,0.0956850483601985,0.1258769665882681,0.0807526586177523,0.0200627207760255,1.1145048081752742
18,0.0933804962372479,0.2092814734032544,0.1044613448503192,0.0206342268739383,1.3018299639743185
19,0.0965978953575787,0.3283151123477836,0.0949503918709929,0.0171929936860244,0.9871653985082725
20,2.74391128970851,0.2378749262797754,1.4952665731143902,2.0794904322938814,0.4101976314031839
21,0.1313824140055177,0.1344104065364917,0.1552234693263422,0.0200627207760255,0.2229544357596518
22,0.3722752284778354,0.1179213546865611,0.3320040469443889,0.1602842875527705,1.6166075922865042
23,2.959574292745262,0.3262550341905552,1.7907457854198987,0.7853580154715594,0.3553105352457117
24,0.3811227263471184,0.1246905008019638,0.0922061850615542,0.030954276933756,1.2342687427207917
25,0.2032512681147156,0.4993626271907232,0.197479379789042,0.0761737176454182,3.899370611432437
26,0.1024384166633782,0.143231647199147,0.0807526586177523,0.0200627207760255,0.0589882722906389
