ID,kwh
2024-09-24_consumer_device_12_data_user_1,0.1062726302486917
2024-09-25_consumer_device_12_data_user_1,0.2646302065993732
2024-09-26_consumer_device_12_data_user_1,0.2135140662583362
2024-09-27_consumer_device_12_data_user_1,0.3506385522930723
2024-09-28_consumer_device_12_data_user_1,0.2533196729644041
2024-09-29_consumer_device_12_data_user_1,0.2394933839830409
2024-09-30_consumer_device_12_data_user_1,0.1759016066360127
2024-10-01_consumer_device_12_data_user_1,0.0714442269825449
2024-10-02_consumer_device_12_data_user_1,0.1126196222328653
2024-10-03_consumer_device_12_data_user_1,0.0731731491112223
2024-10-04_consumer_device_12_data_user_1,0.0714442269825449
2024-10-05_consumer_device_12_data_user_1,0.0731731491112223
2024-10-06_consumer_device_12_data_user_1,0.0961676443410178
2024-10-07_consumer_device_12_data_user_1,0.014254436450552
2024-10-08_consumer_device_12_data_user_1,0.0647589248553922
2024-10-09_consumer_device_12_data_user_1,0.1082770885848513
2024-10-10_consumer_device_12_data_user_1,0.2069249789645036
2024-10-11_consumer_device_12_data_user_1,0.3608193423867997
2024-10-12_consumer_device_12_data_user_1,0.1338904235460868
2024-10-13_consumer_device_12_data_user_1,0.107911105821382
2024-10-14_consumer_device_12_data_user_1,0.05085536287586
2024-10-15_consumer_device_12_data_user_1,0.05085536287586
2024-10-16_consumer_device_12_data_user_1,0.2848780663487341
2024-10-17_consumer_device_12_data_user_1,0.0900909417257717
2024-10-18_consumer_device_12_data_user_1,0.0900909417257717
2024-10-19_consumer_device_12_data_user_1,0.0570462323674073
2024-10-20_consumer_device_12_data_user_1,0.0672859163903704
2024-10-21_consumer_device_12_data_user_1,0.090527125256609
2024-10-22_consumer_device_12_data_user_1,0.0672859163903704
2024-10-23_consumer_device_12_data_user_1,0.2229794592865582
2024-10-24_consumer_device_12_data_user_1,0.2368830212660905
2024-09-24_consumer_device_12_data_user_10,0.2456278586330663
2024-09-25_consumer_device_12_data_user_10,0.2456278586330663
2024-09-26_consumer_device_12_data_user_10,0.2456278586330663
2024-09-27_consumer_device_12_data_user_10,0.1620377202787276
2024-09-28_consumer_device_12_data_user_10,0.3295896994684663
2024-09-29_consumer_device_12_data_user_10,0.430023348498049
2024-09-30_consumer_device_12_data_user_10,0.4747653350503024
2024-10-01_consumer_device_12_data_user_10,0.014254436450552
2024-10-02_consumer_device_12_data_user_10,0.014254436450552
2024-10-03_consumer_device_12_data_user_10,0.014254436450552
2024-10-04_consumer_device_12_data_user_10,0.014254436450552
2024-10-05_consumer_device_12_data_user_10,0.014254436450552
2024-10-06_consumer_device_12_data_user_10,0.014254436450552
2024-10-07_consumer_device_12_data_user_10,0.014254436450552
2024-10-08_consumer_device_12_data_user_10,0.014254436450552
2024-10-09_consumer_device_12_data_user_10,0.014254436450552
2024-10-10_consumer_device_12_data_user_10,0.0415177159891536
2024-10-11_consumer_device_12_data_user_10,0.0540602464177718
2024-10-12_consumer_device_12_data_user_10,0.0308190375515332
2024-10-13_consumer_device_12_data_user_10,0.024494120473515
2024-10-14_consumer_device_12_data_user_10,0.024494120473515
2024-10-15_consumer_device_12_data_user_10,0.024494120473515
2024-10-16_consumer_device_12_data_user_10,0.0540602464177718
2024-10-17_consumer_device_12_data_user_10,0.0312780319661906
2024-10-18_consumer_device_12_data_user_10,0.014254436450552
2024-10-19_consumer_device_12_data_user_10,0.014254436450552
2024-10-20_consumer_device_12_data_user_10,0.0205793535285702
2024-10-21_consumer_device_12_data_user_10,0.014254436450552
2024-10-22_consumer_device_12_data_user_10,0.0192661467888465
2024-10-23_consumer_device_12_data_user_10,0.014254436450552
2024-10-24_consumer_device_12_data_user_10,0.014254436450552
2024-09-24_consumer_device_12_data_user_11,0.0467195660756042
2024-09-25_consumer_device_12_data_user_11,0.1375049287169313
2024-09-26_consumer_device_12_data_user_11,0.1375049287169313
2024-09-27_consumer_device_12_data_user_11,0.0360750341503953
2024-09-28_consumer_device_12_data_user_11,0.0360750341503953
2024-09-29_consumer_device_12_data_user_11,0.0360750341503953
2024-09-30_consumer_device_12_data_user_11,0.261464102863807
2024-10-01_consumer_device_12_data_user_11,0.0205793535285702
2024-10-02_consumer_device_12_data_user_11,0.0255910638668647
2024-10-03_consumer_device_12_data_user_11,0.014254436450552
2024-10-04_consumer_device_12_data_user_11,0.014254436450552
2024-10-05_consumer_device_12_data_user_11,0.014254436450552
2024-10-06_consumer_device_12_data_user_11,0.014254436450552
2024-10-07_consumer_device_12_data_user_11,0.014254436450552
2024-10-08_consumer_device_12_data_user_11,0.014254436450552
2024-10-09_consumer_device_12_data_user_11,0.014254436450552
2024-10-10_consumer_device_12_data_user_11,0.0821429054201653
2024-10-11_consumer_device_12_data_user_11,0.014254436450552
2024-10-12_consumer_device_12_data_user_11,0.024494120473515
2024-10-13_consumer_device_12_data_user_11,0.024494120473515
2024-10-14_consumer_device_12_data_user_11,0.0401566844382396
2024-10-15_consumer_device_12_data_user_11,0.014254436450552
2024-10-16_consumer_device_12_data_user_11,0.0415177159891536
2024-10-17_consumer_device_12_data_user_11,0.014254436450552
2024-10-18_consumer_device_12_data_user_11,0.014254436450552
2024-10-19_consumer_device_12_data_user_11,0.014254436450552
2024-10-20_consumer_device_12_data_user_11,0.0312780319661906
2024-10-21_consumer_device_12_data_user_11,0.014254436450552
2024-10-22_consumer_device_12_data_user_11,0.024494120473515
2024-10-23_consumer_device_12_data_user_11,0.014254436450552
2024-10-24_consumer_device_12_data_user_11,0.014254436450552
2024-09-24_consumer_device_12_data_user_12,0.0661628493988027
2024-09-25_consumer_device_12_data_user_12,0.0923690682691594
2024-09-26_consumer_device_12_data_user_12,0.0923690682691594
2024-09-27_consumer_device_12_data_user_12,0.0672859163903704
2024-09-28_consumer_device_12_data_user_12,0.1096682726354411
2024-09-29_consumer_device_12_data_user_12,0.0873222417146971
2024-09-30_consumer_device_12_data_user_12,0.2920109125268718
2024-10-01_consumer_device_12_data_user_12,0.0205793535285702
2024-10-02_consumer_device_12_data_user_12,0.0205793535285702
