ID,C1
0,0.2646616855675776
1,0.1218944939358581
2,0.617651549317404
3,0.4159955869002689
4,0.1378548701798965
5,0.3722568202104841
6,0.4854413050964896
7,0.1210290079510261
8,0.1716561357064594
9,0.0877537394447673
10,0.0877537394447673
11,0.8410898508776401
12,0.2968554205766369
13,1.2685767556580203
14,0.1499742197378029
15,5.186380407544082
16,0.1530190876258959
17,0.0943022782488216
18,0.0877537394447673
19,0.1218944939358581
20,4.941972744887924
21,0.1210290079510261
22,0.4224139491601337
23,2.760242722001155
24,0.2175810101947237
25,0.2357256587168623
26,0.099151931939875
27,0.2052738780660976
28,0.1139005359767426
29,0.3380120194090952
30,0.3313412440514613
31,0.2439950724113688
32,0.1291258635504593
33,2.589274677335513
34,0.1553936267776836
35,0.0926033931358207
36,0.1151652375741352
37,0.1852114952674557
38,0.1779142322523941
39,1.7625385595059444
40,0.9271852428831582
41,0.1427428501232017
42,0.1384857299311508
43,0.1078809385693122
44,0.490304813491409
45,0.1130085068328727
46,2.8939388128968377
47,0.7494055931495924
48,0.1913782034574498
49,0.2132888969539155
50,0.3586478296241213
51,0.0839807216583241
52,0.3117168720385481
53,0.1221591697579671
54,0.099151931939875
55,2.8946864418870493
56,0.2767881474031557
57,0.1730791816993107
58,0.0839807216583241
59,0.3403465533668597
60,0.5060659240737979
61,2.9985942213137124
62,0.3630530269623224
63,0.099151931939875
64,0.6006606509948571
65,0.099151931939875
66,0.099151931939875
67,0.1270875374360431
68,0.0839807216583241
69,0.2534296966663052
70,0.2756652215069581
71,0.3015444828236897
72,0.2073402178978969
73,0.9044594151240264
74,0.1533076656090517
75,0.1218944939358581
76,0.2196974831207145
77,0.1863605470901777
78,0.2195214778224428
79,0.2148813603019763
80,0.099151931939875
81,1.1116663734468122
82,0.099151931939875
83,0.9664554883823686
84,4.844309303462385
85,0.2681300716979851
86,0.1887570878064681
87,0.1287465964017857
88,0.0979421564883042
89,0.6888981234554623
90,0.2093926634446208
91,4.637519750646195
92,0.812889670491447
93,0.2046543268992056
94,0.3309962623792191
95,0.1151652375741352
96,2.2997754292194688
97,5.718839965764662
98,0.133723582843547
99,0.6941737273049031
100,0.1198772487735797
101,0.099151931939875
102,1.508506203539898
103,0.5138701460130934
104,0.1494318505322982
105,0.099151931939875
106,0.099151931939875
107,0.1445928949436594
108,0.1967657508833755
109,0.1553936267776836
110,2.733607024671389
111,3.865421839411599
112,0.1100105459375728
113,0.1242762098594059
114,0.1570658760650505
115,0.4508071036583234
116,0.1603628059423019
117,0.1479623697271992
118,0.5881110844241877
119,0.099151931939875
120,0.1291258635504593
121,1.4839118184794162
122,0.6027609442865898
123,0.1159882212562908
124,2.472027905987804
125,1.2040575032627632
126,0.5860183454391037
127,0.145069565860783
128,0.1396242987869729
129,1.507576383770672
130,0.1117006882599045
131,0.3877765636465002
132,0.204760606288207
133,0.1967657508833755
134,1.1885519301325504
135,1.4300095944239248
136,0.3110800341276873
137,1.9314830380065788
138,1.5632954272481103
139,0.0877537394447673
140,0.099151931939875
141,0.6807315108638679
142,0.099151931939875
143,0.1468466621630315
144,2.157255567381387
145,5.911508847381217
146,0.2753168280217752
147,0.537942812680146
148,0.099151931939875
149,0.0839807216583241
150,0.1422455573959697
151,0.8822326232951556
152,0.1151652375741352
153,0.1411221737547268
154,0.099151931939875
155,1.4062044477362607
156,0.4262558039084498
157,1.1586757475782608
158,0.1427512613630344
159,0.099151931939875
160,0.1363450593820263
161,0.1336360762400974
162,0.3154317589981903
163,0.2045262728391637
164,0.1577742991542865
165,0.1781274948774327
166,0.1151652375741352
167,0.1668852714395572
168,0.099151931939875
169,0.6468891600419258
170,0.3245682509189893
171,0.1256171085445632
172,1.5420421590136786
173,0.0951398650689472
174,0.0943022782488216
175,0.3839549064908598
176,0.099151931939875
177,0.683512288615336
178,0.099151931939875
179,0.099151931939875
180,1.1859409939828285
181,1.1585417574427512
182,1.0311911626525645
183,3.172528434927105
184,0.099151931939875
185,0.247085299579655
186,0.099151931939875
187,0.099151931939875
188,2.337359811939993
189,0.3444794125428845
190,0.4511085528687064
191,0.0943022782488216
192,0.1178541078737427
193,0.1504286278544415
194,0.0877537394447673
195,0.1530190876258959
196,0.142982438443457
197,0.4367051342308943
198,0.596360249798042
199,1.758893780676178
200,1.3973840153815646
201,0.8536747091023673
202,0.0877537394447673
203,0.2424073780460705
204,0.1151652375741352
205,0.0877537394447673
206,0.148794096200024
207,0.2028656897640277
208,0.2249916272743095
209,0.297616855245312
210,0.1218944939358581
211,0.1451923081225206
212,0.1384857299311508
213,0.099151931939875
214,0.0943022782488216
215,0.1128218735142101
216,0.6672771776833062
217,0.6357350597430442
218,0.665649674254698
219,0.0978372965513219
220,0.2039901397696186
221,1.2501614452379246
222,0.2976678931193848
223,0.4333895097991873
224,0.4621966726884667
225,0.0877537394447673
226,0.6407537775852208
227,0.4046446968608026
228,0.2554870487695981
229,0.582115433997703
230,1.1338128463870336
231,0.4713891239410688
232,0.0943022782488216
233,0.0905292604623784
234,0.2191179015247573
235,2.3092328114474614
236,0.1250452895222653
237,0.0943022782488216
238,0.099151931939875
239,0.4800144007934679
240,0.7600537309229796
241,0.2771336945337199
242,0.099151931939875
243,1.832261622916437
244,0.1149694055824031
245,0.220258362828051
246,0.0877537394447673
247,1.3306259857530196
248,0.031629579262105
249,0.2646630129350771
250,3.1297263163326963
251,0.4594966371117581
252,0.1752629583682821
253,3.849729366953713
254,0.4361186502540906
255,0.099151931939875
256,0.3658075609749605
257,0.1302492471917022
258,0.3481494024202649
259,0.5501652417045508
260,0.1515053387305189
261,0.147214736560588
262,0.1086020956321109
263,0.1218944939358581
264,0.177927763903742
265,0.099151931939875
266,0.0943022782488216
267,0.1384857299311508
268,2.9267361753194083
269,-0.0641153419816444
270,0.3361398991004054
271,0.3134153585454871
272,0.1526184754951347
273,0.9259441468205724
274,0.099151931939875
275,0.2807075309141029
276,1.8143154718021357
277,1.3424822867712891
278,1.268666323743989
279,5.689251472595377
280,0.2481835176043634
281,0.3730928440384988
282,0.1218944939358581
283,0.0877537394447673
284,0.1984678891061295
285,0.0877537394447673
286,0.1451923081225206
287,0.1378548701798965
288,3.735284380516848
289,0.1298983555792321
290,0.1667918192727913
291,0.099151931939875
292,0.425402797762533
293,0.6220505434651815
294,2.176145744630364
295,2.5033833769888107
296,0.1137450526042331
297,0.8457928039173086
298,0.2038221026344646
299,0.8143267035523851
300,0.1861128320491363
301,7.249932202412626
302,0.6110440116648053
303,0.099151931939875
304,0.3094293017678384
305,0.304108735410725
306,0.0877537394447673
307,0.6788660386849616
