Timestamp,Water_Consumption
01/01/2015 00,217.82233880652456
01/01/2015 08,150.4062257773903
01/01/2015 16,269.5062696371341
01/01/2016 00,82.68382557830853
01/01/2016 08,101.27086493752998
01/01/2016 16,200.02751436990056
01/01/2017 00,183.6249136296936
01/01/2017 08,130.46486140457503
01/01/2017 16,67.79302863096152
01/01/2018 00,140.77279758201115
01/01/2018 08,147.13848676952506
01/01/2018 16,141.1163595770985
01/01/2019 00,149.2947602575558
01/01/2019 08,251.4576787041628
01/01/2019 16,169.5260905438539
01/01/2020 00,276.5121916034849
01/01/2020 08,202.2898142412945
01/01/2020 16,100.77467225221626
01/02/2015 00,168.16021234937477
01/02/2015 08,103.30163867904758
01/02/2015 16,170.5525160622304
01/02/2016 00,68.94724025605396
01/02/2016 08,206.18113563520012
01/02/2016 16,67.68718671410714
01/02/2017 00,229.83691706451404
01/02/2017 08,101.23467387647116
01/02/2017 16,62.78102783048488
01/02/2018 00,154.89068741646784
01/02/2018 08,98.87868026528244
01/02/2018 16,85.66530085073234
01/02/2019 00,114.90238648741648
01/02/2019 08,121.67000838580486
01/02/2019 16,96.43988447156522
01/02/2020 00,112.3846337228197
01/02/2020 08,147.9690934997615
01/02/2020 16,118.29844200859884
01/03/2015 00,141.98069877448452
01/03/2015 08,273.8605622208629
01/03/2015 16,218.60711167915687
01/03/2016 00,157.26754607847673
01/03/2016 08,89.9593085117119
01/03/2016 16,190.51409186501675
01/03/2017 00,136.79266943085304
01/03/2017 08,41.13458742029452
01/03/2017 16,72.14930680264673
01/03/2018 00,86.5986294789548
01/03/2018 08,182.22267205117876
01/03/2018 16,215.8319747635374
01/03/2019 00,113.62441896470078
01/03/2019 08,162.719907135854
01/03/2019 16,89.22887577586091
01/03/2020 00,124.07795116313152
01/03/2020 08,233.33963581182385
01/03/2020 16,338.4224154276738
01/04/2015 00,127.24559008264612
01/04/2015 08,201.48972836796415
01/04/2015 16,223.4042251745472
01/04/2016 00,132.1006537086481
01/04/2016 08,42.565411357773705
01/04/2016 16,184.44708111140463
01/04/2017 00,100.58413499105986
01/04/2017 08,210.0845414501836
01/04/2017 16,133.87808218319046
01/04/2018 00,318.4841685225051
01/04/2018 08,109.79932617469058
01/04/2018 16,140.19637234120233
01/04/2019 00,227.52946277244175
01/04/2019 08,195.6175023391629
01/04/2019 16,95.46238488476618
01/04/2020 00,232.9103464212133
01/04/2020 08,78.41248942838334
01/04/2020 16,263.03257337423616
01/05/2015 00,71.30174803270347
01/05/2015 08,214.21627041564
01/05/2015 16,106.13050614127174
01/05/2016 00,102.59482242006528
01/05/2016 08,365.3681882479415
01/05/2016 16,319.9170248202182
01/05/2017 00,167.91251397101965
01/05/2017 08,118.91171821901288
01/05/2017 16,75.78964207671206
01/05/2018 00,123.49507079640614
01/05/2018 08,305.246508847602
01/05/2018 16,188.21184363701587
01/05/2019 00,88.1513310169834
01/05/2019 08,67.00305880490023
01/05/2019 16,97.68044035605853
01/06/2015 00,112.19810036047473
01/06/2015 08,112.68521324651016
01/06/2015 16,203.1578569441552
01/06/2016 00,161.6690184998368
01/06/2016 08,88.6637052946404
01/06/2016 16,60.987997940861085
01/06/2017 00,112.12293080966796
01/06/2017 08,154.30128006457412
01/06/2017 16,324.5265283396189
01/06/2018 00,217.0145993313316
01/06/2018 08,146.75438033760366
01/06/2018 16,126.65909100160148
01/06/2019 00,98.4834668175327
01/06/2019 08,137.98081671641643
01/06/2019 16,339.3229124561634
01/07/2015 00,158.75936322119003
01/07/2015 08,119.60465442544675
01/07/2015 16,90.27857725373606
01/07/2016 00,63.82472577622977
01/07/2016 08,127.0519249224484
01/07/2016 16,105.57061983414653
01/07/2017 00,98.18227930987564
01/07/2017 08,287.171717112912
01/07/2017 16,61.445128936777024
01/07/2018 00,396.4598989250788
01/07/2018 08,177.16780935047248
01/07/2018 16,374.1552755128336
01/07/2019 00,256.1481265820256
01/07/2019 08,276.1585726571579
01/07/2019 16,211.68901641815
01/08/2015 00,105.41274985312322
01/08/2015 08,115.32131145801424
01/08/2015 16,168.8790146429158
01/08/2016 00,228.00143624007305
01/08/2016 08,124.73070269012422
01/08/2016 16,239.59285404014773
01/08/2017 00,88.74227756932308
01/08/2017 08,192.55020509142983
01/08/2017 16,134.64766226640646
01/08/2018 00,98.1060708017195
01/08/2018 08,68.96952690183777
01/08/2018 16,101.4023092038829
01/08/2019 00,67.76603107187691
01/08/2019 08,153.7933353969292
01/08/2019 16,75.18637772431063
01/09/2015 00,211.70047196153283
01/09/2015 08,142.9122356940617
01/09/2015 16,148.55118868451834
01/09/2016 00,274.9116633993312
01/09/2016 08,157.2482323330179
01/09/2016 16,323.2416668346512
01/09/2017 00,238.3560982968052
01/09/2017 08,233.14356527325344
01/09/2017 16,298.9735538391653
01/09/2018 00,270.0981247333223
01/09/2018 08,172.0324778911416
01/09/2018 16,70.98643998360137
01/09/2019 00,120.12738665922738
01/09/2019 08,167.484597800916
01/09/2019 16,47.10499058070906
01/10/2015 00,214.02841905908895
01/10/2015 08,269.12418406307165
01/10/2015 16,323.6980777464009
01/10/2016 00,111.32504704768746
01/10/2016 08,128.52465648174405
01/10/2016 16,197.4770208855224
01/10/2017 00,73.69710472471975
01/10/2017 08,144.2193322642879
01/10/2017 16,46.51188958526401
01/10/2018 00,96.34041498163936
01/10/2018 08,255.51141823444985
01/10/2018 16,195.34053286625127
01/10/2019 00,175.90498955430934
01/10/2019 08,207.3385106159146
01/10/2019 16,152.40316913541074
01/11/2014 00,93.41510361766936
01/11/2014 08,58.80841886457257
01/11/2014 16,108.20883674136788
01/11/2015 00,192.88537867396948
01/11/2015 08,251.41576899907773
01/11/2015 16,182.80651649934265
01/11/2016 00,132.17860618772545
01/11/2016 08,200.65285520608333
01/11/2016 16,107.67270845189384
01/11/2017 00,142.26899858655116
01/11/2017 08,135.45906385228585
01/11/2017 16,83.45519086820583
01/11/2018 00,135.6538881380563
01/11/2018 08,256.3484248317856
01/11/2018 16,94.96944106557044
01/11/2019 00,194.90946237206796
01/11/2019 08,190.36102825100204
01/11/2019 16,83.60781212716996
01/12/2014 00,138.99760411468844
01/12/2014 08,271.0253442835697
01/12/2014 16,144.55151771506968
01/12/2015 00,297.66153958822383
01/12/2015 08,168.6803268080862
01/12/2015 16,178.34328396075438
01/12/2016 00,306.3995129665163
01/12/2016 08,67.99025756546426
01/12/2016 16,197.74091539249008
01/12/2017 00,77.66919918060483
01/12/2017 08,118.0905229988462
01/12/2017 16,240.67738954913025
01/12/2018 00,134.41084997056808
01/12/2018 08,282.6882165096861
01/12/2018 16,132.021273876765
01/12/2019 00,124.8452324341278
01/12/2019 08,204.62367849823195
01/12/2019 16,86.22936801014814
02/01/2015 00,123.81519932642632
02/01/2015 08,202.45053751848735
02/01/2015 16,93.79732296169958
02/01/2016 00,90.1319512791217
02/01/2016 08,131.03430739728532
02/01/2016 16,124.079938991483
02/01/2017 00,149.7212721095264
02/01/2017 08,97.95059646554093
02/01/2017 16,65.8510329828785
02/01/2018 00,260.34457311913025
02/01/2018 08,299.77002532822286
02/01/2018 16,226.46420250437615
02/01/2019 00,69.15423754490548
02/01/2019 08,170.7928911554354
02/01/2019 16,98.09672546664156
02/01/2020 00,216.3966881651509
02/01/2020 08,82.70794118598243
02/01/2020 16,146.04233630116232
02/02/2015 00,189.8315462760665
02/02/2015 08,170.32203493439744
02/02/2015 16,128.52954116013382
02/02/2016 00,217.91506301574333
02/02/2016 08,149.43005610124592
02/02/2016 16,174.2231333516525
02/02/2017 00,119.7706029697558
02/02/2017 08,118.82381557324098
02/02/2017 16,51.5933065713583
02/02/2018 00,138.62398315024612
02/02/2018 08,119.51730106258243
02/02/2018 16,263.3875911795368
02/02/2019 00,181.03194458112125
02/02/2019 08,238.74497409526964
02/02/2019 16,306.66647689086585
02/02/2020 00,89.44097591574783
02/02/2020 08,156.65542316145024
02/02/2020 16,62.54068321295587
02/03/2015 00,119.45112163954288
02/03/2015 08,169.08167835417945
02/03/2015 16,157.24879025475096
02/03/2016 00,165.81201360420064
02/03/2016 08,102.63117895333907
02/03/2016 16,149.53471387414174
02/03/2017 00,154.98509112327548
02/03/2017 08,100.28074139803412
02/03/2017 16,64.72922944210194
02/03/2018 00,161.64891993426696
02/03/2018 08,136.88727829093764
02/03/2018 16,195.61048650820555
02/03/2019 00,179.70727720700506
02/03/2019 08,78.98788821672134
02/03/2019 16,247.57929157029756
02/03/2020 00,123.85355488253762
02/03/2020 08,84.91511990784764
02/03/2020 16,138.5712049343593
02/04/2015 00,141.1419618897639
02/04/2015 08,225.55764964714663
02/04/2015 16,171.40900234443882
02/04/2016 00,185.89052231789756
02/04/2016 08,82.91270996409831
02/04/2016 16,149.09086436909996
02/04/2017 00,282.0864423990931
02/04/2017 08,103.5013357482378
02/04/2017 16,161.5234993681641
02/04/2018 00,170.79553334266552
02/04/2018 08,187.8817921990573
02/04/2018 16,165.1893821283217
02/04/2019 00,99.0343984602468
02/04/2019 08,113.61916307334278
02/04/2019 16,153.09859703002294
02/04/2020 00,177.68670340054655
02/04/2020 08,66.44621338130051
02/05/2015 00,106.08487302621931
02/05/2015 08,128.87015549661413
02/05/2015 16,166.07878078510194
02/05/2016 00,132.99782455108416
02/05/2016 08,138.05492062646596
02/05/2016 16,243.0642361047884
02/05/2017 00,144.14951031855503
02/05/2017 08,306.3415328789406
02/05/2017 16,214.2162355131265
02/05/2018 00,63.08524459154448
02/05/2018 08,79.39294176669833
02/05/2018 16,160.49934036238488
02/05/2019 00,245.12979342426303
02/05/2019 08,152.29248617055416
02/05/2019 16,277.10457661149906
02/06/2015 00,214.41954496374308
02/06/2015 08,182.2883638845255
02/06/2015 16,171.97189568872793
02/06/2016 00,72.57116334430245
02/06/2016 08,164.0241506683993
02/06/2016 16,141.08998620041933
02/06/2017 00,151.99524173187982
02/06/2017 08,163.32052945596098
02/06/2017 16,98.5862902806176
02/06/2018 00,166.19400904581585
02/06/2018 08,199.12518661575825
02/06/2018 16,42.49497247198151
02/06/2019 00,256.77148954601245
02/06/2019 08,112.6493723370032
02/06/2019 16,130.0878171293823
02/07/2015 00,349.4772105199985
02/07/2015 08,69.56120806626073
02/07/2015 16,219.71361959329897
02/07/2016 00,101.95062324874152
02/07/2016 08,177.24545639341272
02/07/2016 16,102.88395389409034
02/07/2017 00,118.1500461223704
