ID,C30,C31,C32
0,0.0600049551697536,0.0423075876427575,0.0276889000598245
1,0.0037991046095355,0.033438670454747,0.0247990029334729
2,0.0632823302706326,0.1028884405335376,0.0905705207916113
3,0.0043255922040059,0.0220539618115837,0.0271392018790763
4,0.006133106083618,0.054765051634935,0.0374671511986932
5,0.0238461724341702,0.1073621397539356,0.0890318143247938
6,0.4912750351334778,0.5180645272333678,0.4685945840570681
7,0.0043769881716086,0.072390588677412,0.0943883931318893
8,0.0037991046095355,0.0495875348682276,0.0793653830774971
9,0.0043255922040059,0.0204900005886558,0.0191684592742646
10,0.007838809336428,0.0984674132158617,0.0674078622038038
11,0.018249291327558,0.2709318507935351,0.1002276413738442
12,0.0037991046095355,0.0396026150304934,0.0359204716684004
13,0.0037991046095355,0.0475619321426749,0.065256497110208
14,0.021428604855211,0.0316583386705716,0.0254939202737702
15,0.0037991046095355,0.1155940343254443,0.134334860024505
16,0.0059481040637563,0.0388041539321094,0.0386087306274973
17,0.0744935849336996,0.0751695208367565,0.1065174202254681
18,0.0275348523694645,0.1361083746959267,0.1073415550878095
19,0.9565883353691986,0.1731859756204031,0.1233992850962792
20,0.0414997102755676,0.2294343151792092,0.1298284287464454
21,0.0037991046095355,0.0983799824278904,0.0869159987602003
22,0.0113554188840878,0.1045102251031168,0.0503915915274817
23,0.0070587426137733,0.215229050256643,0.1204691585813677
24,0.0227405779126654,0.054007416476783,0.0420350495611316
25,0.0474926223808522,0.3535474412786826,0.2739392105569138
26,0.3029077385411454,0.0700047224639676,0.0775295057525042
27,0.0037991046095355,0.0319759734032815,0.0470521427219907
28,0.0084592496398925,0.0608422853150515,0.03481416160012
29,0.0099939631302929,0.1180276984708726,0.0299685198138874
30,0.0169222338711931,0.0719291922649646,0.0558487274721343
31,0.3485049459025702,0.129913738528434,0.0648150337570811
32,0.2791577788569355,0.1099582571954344,0.0882627782758433
33,0.036387632292937,0.1525469792853656,0.1401291420066669
34,0.0037991046095355,0.0323253095851797,0.0509682456600828
35,0.0020807407684712,0.0457672128308005,0.052552843299604
36,0.0153121799351736,0.038713499560221,0.0375200961230845
37,0.0059770038181539,0.0682230102360009,0.0518309433851797
38,0.0037991046095355,0.1705275048537843,0.1075940245687931
39,0.0072374772401615,0.1604480827339686,0.0949630298824601
40,0.0985538326761541,0.2805337870816985,0.1717721228625165
41,0.004999287904249,0.0271727645361935,0.0337911656484763
42,0.0290923441619468,0.0445897589273628,0.0378495718201563
43,0.0065456311979885,0.03011539941905,0.020394767724251
44,0.0037991046095355,0.0726084487599693,0.1099332857976193
45,0.0207038121419116,0.0266686225335107,0.024550659540732
46,0.015083017276376,0.1272593499237374,0.0877422765284833
