Timestamp,Water_Consumption
01/01/2015 00,214.20362181815463
01/01/2015 08,151.8526285837802
01/01/2015 16,277.25141178886975
01/01/2016 00,80.23561792667792
01/01/2016 08,103.54075363091816
01/01/2016 16,201.51777498986644
01/01/2017 00,183.6921590545925
01/01/2017 08,129.6786407817452
01/01/2017 16,63.04141695602076
01/01/2018 00,138.7638848577941
01/01/2018 08,142.55740184370995
01/01/2018 16,140.38139747623956
01/01/2019 00,149.21901844143892
01/01/2019 08,254.2275201109921
01/01/2019 16,157.08240042564927
01/01/2020 00,278.9281983274351
01/01/2020 08,210.9881956838541
01/01/2020 16,98.17705946080436
01/02/2015 00,176.46719803243766
01/02/2015 08,104.06159372974338
01/02/2015 16,169.83514108106627
01/02/2016 00,70.70097654692927
01/02/2016 08,206.8926223941435
01/02/2016 16,76.3651934860157
01/02/2017 00,216.7188645247453
01/02/2017 08,105.6558306254882
01/02/2017 16,59.28349560233836
01/02/2018 00,158.77096573004405
01/02/2018 08,114.62556989373093
01/02/2018 16,80.74301361457898
01/02/2019 00,112.2254893726909
01/02/2019 08,114.9265703736881
01/02/2019 16,95.35846002581972
01/02/2020 00,119.8054059221451
01/02/2020 08,147.3580682438719
01/02/2020 16,124.20460308951972
01/03/2015 00,141.69546571577672
01/03/2015 08,280.3040426323629
01/03/2015 16,224.38917698730495
01/03/2016 00,155.8052462801213
01/03/2016 08,89.06342086462547
01/03/2016 16,187.83174481068855
01/03/2017 00,139.33631078422712
01/03/2017 08,36.07968439714462
01/03/2017 16,72.14123720491676
01/03/2018 00,84.90065996765847
01/03/2018 08,192.1118832295889
01/03/2018 16,216.86049598302893
01/03/2019 00,115.35983083088183
01/03/2019 08,146.33060016449295
01/03/2019 16,82.76586547390121
01/03/2020 00,121.5188438666539
01/03/2020 08,224.39980240586317
01/03/2020 16,342.0045384088036
01/04/2015 00,127.19486040200616
01/04/2015 08,205.85431531247605
01/04/2015 16,225.8165403758049
01/04/2016 00,130.4599535083175
01/04/2016 08,40.023584661985375
01/04/2016 16,195.29386103590528
01/04/2017 00,97.90413958894464
01/04/2017 08,215.2824765000693
01/04/2017 16,130.55873065320958
01/04/2018 00,316.3500112239084
01/04/2018 08,103.56633489315274
01/04/2018 16,143.56243776782162
01/04/2019 00,231.46758000189325
01/04/2019 08,185.7035387244357
01/04/2019 16,87.26626626860036
01/04/2020 00,236.0292073799176
01/04/2020 08,76.8104775692209
01/04/2020 16,265.854857007719
01/05/2015 00,77.96053732356256
01/05/2015 08,224.32566001900932
01/05/2015 16,108.30518947822225
01/05/2016 00,97.0521132369179
01/05/2016 08,358.22907699444465
01/05/2016 16,329.21189151324376
01/05/2017 00,167.84265771469254
01/05/2017 08,117.77626979901264
01/05/2017 16,76.37018813298403
01/05/2018 00,124.62380803001896
01/05/2018 08,295.96644370718246
01/05/2018 16,194.2193498782976
01/05/2019 00,84.6523897489769
01/05/2019 08,62.613361484944285
01/05/2019 16,105.9833385621341
01/06/2015 00,114.60272230209092
01/06/2015 08,113.57100176499776
01/06/2015 16,204.49206828905187
01/06/2016 00,164.62451793196206
01/06/2016 08,84.52109812502596
01/06/2016 16,55.05431405190139
01/06/2017 00,111.89826631822328
01/06/2017 08,153.4273918435534
01/06/2017 16,304.3333779935789
01/06/2018 00,226.1365028260541
01/06/2018 08,155.60233211125166
01/06/2018 16,124.26952469393194
01/06/2019 00,93.5875918316143
01/06/2019 08,132.4651044418947
01/06/2019 16,345.2319272725725
01/07/2015 00,162.32109152577308
01/07/2015 08,118.51360533628392
01/07/2015 16,86.00114811851256
01/07/2016 00,58.59392807953973
01/07/2016 08,125.18173298019428
01/07/2016 16,99.04484782604078
01/07/2017 00,92.61994042131936
01/07/2017 08,286.3508231087841
01/07/2017 16,54.81973847312093
01/07/2018 00,387.44980633689033
01/07/2018 08,180.66054146128835
01/07/2018 16,357.2809839037209
01/07/2019 00,260.7154124547939
01/07/2019 08,277.8794927133409
01/07/2019 16,222.6554238816256
01/08/2015 00,102.60004873576476
01/08/2015 08,110.57752772541164
01/08/2015 16,179.4468402138158
01/08/2016 00,229.44168588255388
01/08/2016 08,118.87233968058077
01/08/2016 16,225.19335632370303
01/08/2017 00,86.37289065916752
01/08/2017 08,197.53222606303623
01/08/2017 16,138.7261320091304
01/08/2018 00,96.20124751950544
01/08/2018 08,65.52872089746728
01/08/2018 16,97.80536385629968
01/08/2019 00,64.27051190345628
01/08/2019 08,162.04048270181286
01/08/2019 16,70.96959169100978
01/09/2015 00,204.6550592888789
01/09/2015 08,139.36032071184056
01/09/2015 16,154.1754655738065
01/09/2016 00,268.34758142237825
01/09/2016 08,158.04111221425643
01/09/2016 16,323.7252131792796
01/09/2017 00,236.3389469981382
01/09/2017 08,232.3801856035031
01/09/2017 16,295.07401917847363
01/09/2018 00,278.3327260856077
01/09/2018 08,173.68398383315616
01/09/2018 16,65.5733771487657
01/09/2019 00,119.29324590749536
01/09/2019 08,166.29412836027475
01/09/2019 16,40.89218014742263
01/10/2015 00,215.0567340335901
01/10/2015 08,270.6087344112864
01/10/2015 16,334.6800262912012
01/10/2016 00,112.62673380268808
01/10/2016 08,127.4261054441328
01/10/2016 16,196.2585011176648
01/10/2017 00,68.61456127032034
01/10/2017 08,151.0419782418223
01/10/2017 16,43.38171633328395
01/10/2018 00,98.88502848689848
01/10/2018 08,256.4828646908145
01/10/2018 16,204.5540632442002
01/10/2019 00,176.7779650952386
01/10/2019 08,198.67723747090383
01/10/2019 16,143.009506698584
01/11/2014 00,89.76363809540698
01/11/2014 08,61.8993147815584
01/11/2014 16,105.92381096270776
01/11/2015 00,223.0568561429989
01/11/2015 08,260.4018642742347
01/11/2015 16,188.77205231623165
01/11/2016 00,136.78644064617566
01/11/2016 08,205.53691571170205
01/11/2016 16,106.57508393942264
01/11/2017 00,132.64888804209048
01/11/2017 08,136.49430824512368
01/11/2017 16,83.51574237254621
01/11/2018 00,135.3732825604093
01/11/2018 08,254.63662889276603
01/11/2018 16,97.7244712306014
01/11/2019 00,192.7829081909449
01/11/2019 08,185.1619393062556
01/11/2019 16,82.09856404231638
01/12/2014 00,133.09571092107964
01/12/2014 08,277.61789604653364
01/12/2014 16,141.20690271927282
01/12/2015 00,286.50726526463
01/12/2015 08,167.23449234729276
01/12/2015 16,176.99083161592876
01/12/2016 00,306.19268873912176
01/12/2016 08,67.66417964081054
01/12/2016 16,233.8916627218639
01/12/2017 00,74.81505334005979
01/12/2017 08,113.0468258966706
01/12/2017 16,239.16369671021917
01/12/2018 00,132.8937843201151
01/12/2018 08,284.74474556091474
01/12/2018 16,136.50160382845976
01/12/2019 00,122.54195930022236
