ID,C22,C23,C24,C25,C26,C27
0,0.0368757780388776,0.1097799651146112,0.0341570466250805,0.0766100992538131,0.0691016405429188,1.298408334326166
1,0.0128449437486622,0.0192389029596762,0.0256015116308508,0.0174293945734835,0.0155381200600685,0.7735704056621104
2,0.0267904040383953,0.1442165380218566,0.1920913304627566,0.9441246995835546,0.01464683949807,0.021449163782461
3,0.0185150421437199,0.0761984632225522,0.0432949150843005,0.1120082377407389,0.0166909047735786,0.212262308062134
4,0.0275968666256019,0.0508269660715924,0.0389834020013613,0.0255482095368652,0.0031169429967082,0.0145761796674266
5,0.0498205935853391,0.1723731545451898,0.250963471348553,0.0432546408689095,0.017031141059669,0.0066989665109647
6,0.0246313705845593,0.7066178313455536,0.4690331800654922,0.8211625148384347,0.1033672422427881,0.0177212085044518
7,0.1125328664848282,0.4562078309188309,0.2409448739424652,0.0315439437241739,0.0094880474542142,0.0216967594395898
8,0.0094191403639186,0.0745110672302781,0.1111839714856278,0.0160583545645213,0.0262430812909782,0.3540854756109982
9,0.004908871794926,0.002588108022544,0.0630508842866793,0.0160583545645213,0.0132922402237526,0.18584060197544
10,0.0627608509892368,0.0956433858605692,0.0424967521673925,0.0921880059091936,0.0194034026004193,0.7166399405404151
11,0.0119465211953709,0.2531646797720386,0.0953963941272041,0.1013508777965772,0.0116925867817122,0.0145761796674266
12,0.0232274954085212,0.0927824115380474,0.0306275817263331,0.0160583545645213,0.0136490605332999,0.092147262527658
13,0.0076570541293974,0.047933531370162,0.0458023924864055,0.0160583545645213,0.0281959939154309,0.1718218125687488
14,0.0053530244202036,0.0461839847708403,0.0306275817263331,0.3232292535382303,0.022224106404428,0.029515183233241
15,0.058301629109367,0.1230172312532101,0.3983153541037273,0.0197409339440501,0.0153145900558784,0.3675745578774583
16,0.0078702574990373,0.0733349061034227,0.0388844466640539,0.1187663598563095,0.0345458183008805,0.3649980501112511
17,0.0112791361623592,0.0836567615775533,0.0651198719704216,0.1220841816672337,0.0487210207884748,1.0009158254878343
18,0.0261151455540882,0.1535710052488526,0.0964983153960593,0.2680532164328188,0.032664799270786,0.0695678418786772
19,0.0116372610953319,0.2238630617375185,0.5418336516365917,0.2658079558992913,0.1096641202947051,0.326383600066845
20,0.0208136080598549,0.2383510275623736,0.2353773854545243,0.1824100266227479,0.0354712533449504,0.0299511068923382
21,0.1345060464964561,0.0953831755132848,0.0552678710798891,0.0227601501234321,0.0059231500881479,0.0145761796674266
22,0.0819861227317076,0.0877075124121353,0.0591681500943769,0.0750756790063324,0.0230085066835078,0.0158834957918659
23,0.0151228833636039,0.1883523281290943,0.2372047603337369,0.0894412951735294,0.021613920423839,1.170297126817684
24,0.0036752513433682,0.1416175979911572,0.1659567218855618,0.1388375078373802,0.0273437839238811,0.021529273822023
25,0.0323253881952339,0.4722094620194592,0.6182164599438357,0.3231219730720486,0.0296174719440336,0.023283722571148
26,0.0230398803521737,0.1007607987973594,0.0600204539794167,0.7940556468862643,0.1265696575081319,0.6884746020558739
27,0.0077240081898551,0.0567154754280979,0.0321262166533079,0.0173739063744879,0.0142237652903879,2.177532289709132
28,0.0189876361089616,0.094972853364134,0.017561096289467,0.3043580906984435,0.0133741057053221,0.0243746393761173
29,0.0270972569467474,0.0944795712997844,0.033891281199215,0.3720292987842559,0.0080997830857833,0.1389037977322803
30,0.1301853035709271,0.1240401539720199,0.0827006023307722,0.0432546408689095,0.0190885760092862,0.1733565183357202
31,0.0258789812012608,0.2147999594878721,0.1431276713253856,1.5889719454704765,0.060048670213211,0.0228195137978107
32,0.0175491992029335,0.1287153881739375,0.100548848756046,1.2278886215195972,0.2235589646598005,0.1680616723396158
33,0.0414085525824546,0.1634601370027823,0.1488746316160932,0.0624590110879954,0.0148817073969007,0.0158834957918659
34,0.0071791483367476,0.1019955092702123,0.0273587017279742,0.0202810870674884,0.0193361979647126,2.576807413807626
35,0.0158900579824901,0.0539035605225683,0.0371209059801576,0.0207583018769956,0.0334302248027786,0.988549982875054
36,0.004908871794926,0.0398510944566238,0.0269499719568221,0.2510873297930093,0.0216636009265764,0.1472567272075027
37,0.0315893224158415,0.0829838933576883,0.0315216402948526,0.0850247879485696,0.0175844387311874,0.0735606845636427
38,0.0314767403231442,0.1995451752372802,0.0365154157468742,0.0160583545645213,0.0073833804086056,0.0177212085044518
39,0.0094247728282269,0.0632946992407343,0.0917376873392304,0.1393666308346301,0.0298730165391592,-0.082138942997619
40,0.011398243133756,0.2715726453462328,0.2863254823012203,0.2256811650719474,0.0409882969688323,0.0406268233681546
41,0.0145263637075757,-0.0257057675341478,0.0256015116308508,0.0160583545645213,0.0109340148025582,0.7957805213162716
42,0.0093487638676222,0.0755697481210545,0.0409254280082341,0.170403849626965,0.0284674530775864,0.0215576810231939
43,0.0076570541293974,0.0534007219907798,0.0297644501977293,0.0180717100580669,0.0454373944878464,0.4364083952176659
44,0.0320170028442433,0.0846996237088816,0.0513819362811437,0.0160583545645213,0.0283478974486607,0.1565352766891808
45,0.0089775175345337,0.0455555916010872,0.0256015116308508,0.0853462706060245,0.0192263857846276,0.2407933267758269
46,0.0108650550116933,0.0976481715678003,0.1197661170724705,0.1193469378983,0.0260632503373957,0.1134796182094649
47,0.0267167865202125,0.1017341980643942,0.0549766421161284,0.0461203656583539,0.0158426526370335,0.0494891236820765
48,0.0460056841818939,0.0779916541872702,0.024620902898062,0.0979493798137273,0.0133741057053221,0.139117707491903
49,0.019215990538926,0.0786731709150656,0.0570013586827945,0.1611512632540698,0.0141298224729734,0.0446554612325487
50,0.0073452994272727,0.0960848556709171,0.0609161254240125,0.4332107784126865,0.0169019422596191,0.0218830455495551
51,0.0097899880800312,0.1705932942701301,0.1004634585831472,0.2373589978038954,0.0845270664498387,0.1728723312488798
52,0.0089046112423446,0.0248309894572,0.0467792475090055,0.1286357199884524,0.0275112171724979,-0.0220593120239866
53,0.0663627103365641,0.0982958505168992,0.0693514640722815,0.0173739063744879,0.0128786183495682,0.0585705446363933
54,0.013898485236298,0.1261872650065916,0.1263665194990272,0.6086294584225844,0.0953965985285448,0.1728307302991086
55,0.0493835981122017,0.133249155576487,0.0762163091847133,0.0432546408689095,0.0166909047735786,0.1937913197588275
56,0.004908871794926,0.0735054753596371,0.0256015116308508,0.2261992688533073,0.0128313234611891,0.3661900775231404
57,0.0091378875384023,0.0214284590123897,0.0320285458717653,0.0160583545645213,0.0136490605332999,1.326407543915491
58,0.0080852302214978,0.0889301241507914,0.0526125121239265,0.0380323580308332,0.0262548191010433,0.3832022947907605
59,0.0623433140115437,0.4940322850344565,0.4794520432030941,0.6567199280676879,0.0827225030456581,0.0177212085044518
60,0.0321550994249562,0.1306976325878185,0.3785362464393648,0.1001939823205621,0.0138245456052427,0.0145761796674266
61,0.0426084591179303,0.4056815090741967,0.3508766434376985,0.4208512717583663,0.1651286972072559,0.0251870991713874
62,0.0130592066905435,0.0732558351763719,0.0335043429065654,0.9849173381359296,0.1036206776148468,0.0214460098585621
63,0.0089046112423446,0.0209325792276095,0.0316191430163262,0.0160583545645213,0.0102529596413895,0.1643156312901626
64,0.0115551649994656,0.084827458829668,0.0846504549106275,0.13505060530828,0.0376156602052127,0.0435303564489802
65,0.0504946707167462,0.1619372102748685,0.0948354605923332,0.6798196042206119,0.0252826749860821,0.9752353392585862
66,0.0075676773720104,0.075766447189868,0.0421469760756399,0.0160583545645213,0.0209837325202571,0.4511845082933066
67,0.0474162216430911,0.2900273693235208,0.1162461572082639,0.373405031993244,0.0395510170004699,0.0799789399542421
68,0.0098565053210975,0.3770788636343002,0.2609048310248573,0.4261631632531508,0.0759316140393373,0.7490421018091071
69,0.0151483492061586,0.0305818592274986,0.0379411115270732,0.0199753762414193,0.0107577939316751,0.0337286708862736
70,0.004908871794926,0.0823314907105654,0.1622467782988342,0.1193863890790826,0.0146675401866098,0.0372185119421262
71,0.046348727481957,0.1118521488484805,0.0647560729837669,0.0232021211837864,0.0574092397287084,0.247003115314226
72,0.0833569594424559,0.4413183177114352,0.1531954399240594,0.2542128760966453,0.0626312922095596,0.0215576810231939
73,0.004908871794926,0.1279374213908347,0.0744478296535481,0.5573329118912089,0.0169019422596191,0.0274187846161
74,0.0396000507842316,0.0972002449186651,0.0720362634153962,0.0212909280513859,0.0223191786489939,0.3728927722267033
75,0.0112535937967393,0.0759420981523808,0.0312951573130367,0.9587247130827028,0.1265696575081319,0.0857517657722271
76,0.0138838981345386,0.0825230075921027,0.1174728629528208,0.191280388752276,0.0522472913487693,0.0158834957918659
77,0.012493322419489,0.0784855880234603,0.0379702932975879,0.0524011434632857,0.0339905599801158,0.0886868222086266
78,0.0194905950754971,0.0867928895427186,0.0256015116308508,0.0199753762414193,0.0102818147175434,2.78009049499168
79,0.0334241741593657,0.164905541122482,0.226296432176935,0.1477368049987863,0.0211777004302855,0.0145761796674266
80,0.0170620182887276,0.0980318406602146,0.0737549124012394,0.2289995917950737,0.0356180272245608,0.6587632398121857
81,0.0189413549458393,0.1340672366423341,0.2724336199742202,0.7115594404009618,0.0127686772992086,0.0145761796674266
82,0.0078702574990373,0.1611940455791278,0.0826798665064079,1.0003302904793974,0.0454385177246507,0.9359058566268574
83,0.0405322616441324,0.0593620723856903,0.1749936992262183,0.1528886029942814,0.0172822907936265,0.3095166307147226
84,0.1479895243881244,0.1836259567922735,0.5185622568303762,0.0587861023838204,0.0400482279138755,0.0356098212258873
85,0.0196826969456949,0.0169828842612852,0.0385624696634868,0.0174293945734835,0.0013476222253637,0.008339755037821
86,0.0081974347865823,0.0900777392425846,0.0297644501977293,0.0180717100580669,0.0281499445066342,1.3182105663226027
87,0.0424753902205182,0.0710530938530022,0.0189897745720036,0.2643536339115972,0.0251608018910515,0.0145761796674266
88,0.0044161690473472,0.0640389437900948,0.1408789065014962,0.0160583545645213,0.0173854502205659,0.0344975960841909
89,0.0283756313408801,0.1616631817082192,0.2082802965731053,0.0904331282023495,0.0151883533595015,0.0145761796674266
90,0.0158308143998354,0.0633687861566962,0.0851976845867857,0.0680840127667043,0.0153145900558784,0.3574097943754966
91,0.0262610037441689,0.092059889152946,0.1847273834853358,0.1202299656312252,0.0172838733789319,0.1134831280404685
92,0.0547404996503089,0.1217643410859074,0.0911422993219849,0.0600762964010219,0.0135914368212948,0.0272966924757272
93,0.004908871794926,0.0397642296034405,0.029713428359867,0.0160583545645213,0.0185584924914373,0.266596782174827
94,0.0850430433963836,0.1586325751503702,0.1190147083241418,1.4141102130366936,0.0340256754973374,0.099244893431103
95,0.0072129015041198,0.1763856247534805,0.100839578821945,1.0985467899141814,0.1520757565279615,0.717011718433139
96,0.006624554853063,0.1913952457303788,0.1303531547880657,0.0652182879772599,0.0148817073969007,0.0145761796674266
97,0.0768256785793553,0.1278853983040209,0.0894602190226242,0.1175020823490204,0.0201340266521256,0.4935743770082697
98,0.0199776832430714,0.1667306179180326,0.0297644501977293,0.0160583545645213,0.0110418451764726,1.5896921777683817
99,0.176884967030817,0.1676543904044393,0.1130350237933844,0.0183698939350879,0.0522276111435552,0.0158834957918659
100,0.0073892249581902,0.0528077554496102,0.040341994505764,0.0160583545645213,0.0069866013302767,0.0702636342219991
101,0.0948731864935168,0.3654535887143259,0.1967067221692223,2.9015776287693744,0.0982587027143993,0.4868464997533808
102,0.0334186085827084,0.1343399182253067,0.110499239350941,0.8571121916308049,0.0127535068672457,0.0265398699492723
103,0.031720755578847,0.1738291243693801,0.2579446323714028,0.1518984610035123,0.0850909742528092,0.0145761796674266
