ID,C22,C23,C24
0,0.0368757780388776,0.1097799651146112,0.0341570466250805
1,0.0128449437486622,0.0192389029596762,0.0256015116308508
2,0.0267904040383953,0.1442165380218566,0.1920913304627566
3,0.0185150421437199,0.0761984632225522,0.0432949150843005
4,0.0275968666256019,0.0508269660715924,0.0389834020013613
5,0.0498205935853391,0.1723731545451898,0.250963471348553
6,0.0246313705845593,0.7066178313455536,0.4690331800654922
7,0.1125328664848282,0.4562078309188309,0.2409448739424652
8,0.0094191403639186,0.0745110672302781,0.1111839714856278
9,0.004908871794926,0.002588108022544,0.0630508842866793
10,0.0627608509892368,0.0956433858605692,0.0424967521673925
11,0.0119465211953709,0.2531646797720386,0.0953963941272041
12,0.0232274954085212,0.0927824115380474,0.0306275817263331
13,0.0076570541293974,0.047933531370162,0.0458023924864055
14,0.0053530244202036,0.0461839847708403,0.0306275817263331
15,0.058301629109367,0.1230172312532101,0.3983153541037273
16,0.0078702574990373,0.0733349061034227,0.0388844466640539
17,0.0112791361623592,0.0836567615775533,0.0651198719704216
18,0.0261151455540882,0.1535710052488526,0.0964983153960593
19,0.0116372610953319,0.2238630617375185,0.5418336516365917
20,0.0208136080598549,0.2383510275623736,0.2353773854545243
21,0.1345060464964561,0.0953831755132848,0.0552678710798891
22,0.0819861227317076,0.0877075124121353,0.0591681500943769
23,0.0151228833636039,0.1883523281290943,0.2372047603337369
24,0.0036752513433682,0.1416175979911572,0.1659567218855618
25,0.0323253881952339,0.4722094620194592,0.6182164599438357
26,0.0230398803521737,0.1007607987973594,0.0600204539794167
27,0.0077240081898551,0.0567154754280979,0.0321262166533079
28,0.0189876361089616,0.094972853364134,0.017561096289467
29,0.0270972569467474,0.0944795712997844,0.033891281199215
30,0.1301853035709271,0.1240401539720199,0.0827006023307722
31,0.0258789812012608,0.2147999594878721,0.1431276713253856
32,0.0175491992029335,0.1287153881739375,0.100548848756046
33,0.0414085525824546,0.1634601370027823,0.1488746316160932
34,0.0071791483367476,0.1019955092702123,0.0273587017279742
35,0.0158900579824901,0.0539035605225683,0.0371209059801576
36,0.004908871794926,0.0398510944566238,0.0269499719568221
37,0.0315893224158415,0.0829838933576883,0.0315216402948526
38,0.0314767403231442,0.1995451752372802,0.0365154157468742
39,0.0094247728282269,0.0632946992407343,0.0917376873392304
40,0.011398243133756,0.2715726453462328,0.2863254823012203
41,0.0145263637075757,-0.0257057675341478,0.0256015116308508
42,0.0093487638676222,0.0755697481210545,0.0409254280082341
43,0.0076570541293974,0.0534007219907798,0.0297644501977293
44,0.0320170028442433,0.0846996237088816,0.0513819362811437
45,0.0089775175345337,0.0455555916010872,0.0256015116308508
46,0.0108650550116933,0.0976481715678003,0.1197661170724705
47,0.0267167865202125,0.1017341980643942,0.0549766421161284
48,0.0460056841818939,0.0779916541872702,0.024620902898062
49,0.019215990538926,0.0786731709150656,0.0570013586827945
50,0.0073452994272727,0.0960848556709171,0.0609161254240125
51,0.0097899880800312,0.1705932942701301,0.1004634585831472
52,0.0089046112423446,0.0248309894572,0.0467792475090055
53,0.0663627103365641,0.0982958505168992,0.0693514640722815
