ID,C35
0,0.035409650768246
1,0.0122507074076329
2,0.049793829420354
3,0.0187675330263791
4,0.0173487206476911
5,0.0436668342437532
6,0.1997769998999264
7,0.0692930277247559
8,0.0475887823151187
9,0.0170688886457118
10,0.0508789349143389
11,0.0460941920893437
12,0.0230327539422195
13,0.0290395552066674
14,0.0104378773022962
15,0.154951910687645
16,0.0319465773492756
17,0.0728457020442637
18,0.0413133064095508
19,0.0588993963857992
20,0.0811096180288349
21,0.0512785057864438
22,0.0409416959366116
23,0.0772648362391682
24,0.0490112446997718
25,0.1530922271733051
26,0.0680306803907787
27,0.0297686524892687
28,0.0195830105941913
29,0.0160871499239637
30,0.0620746690466821
31,0.0666278426717089
32,0.0208790733515106
33,0.0348812047806622
34,0.0229140619150475
35,0.0389734091215122
36,0.012672079096932
37,0.0352758620530712
38,0.0581964191980423
39,0.0279179700402655
40,0.0900496318637796
41,0.0123768603618136
42,0.0147250052934159
43,0.0142115311529541
44,0.0615204462875899
45,0.0145549383843662
46,0.1704383394273226
47,0.0381295501312469
48,0.0106206809061167
49,0.013208713072503
50,0.0240305123472116
51,0.0778341397118983
52,0.0527815314882663
53,0.0278921170967568
54,0.059329305469122
55,0.0668733223748622
56,0.0167401800564893
57,0.014595509789773
58,0.0475412151310356
59,0.1608005893942153
60,0.0671056509847166
61,0.1281995429055077
62,0.0306458507795231
63,0.0111715541381035
64,0.0339423845390901
65,0.029591189605684
66,0.0225138845191158
67,0.0982959535387398
68,0.1564084194061924
69,0.0113067020821963
70,0.0582322049260018
71,0.0935909210231092
72,0.1143375542844059
73,0.0661439701390681
74,0.0131414579220053
75,0.0278196393621091
76,0.0131591217752192
77,0.0325015511217988
78,0.0477905094186771
79,0.0484225844913216
80,0.0231020508210112
81,0.0457142187944318
82,0.0730950344943029
83,0.0313840759401263
84,0.1135533391672415
85,0.0104378773022962
86,0.0410171550058057
87,0.0122209997272638
88,0.0155342468125799
89,0.051411251449439
90,0.0166547773798574
91,0.0376326124343667
92,0.0556967518561341
93,0.0129138054718841
94,0.0315882454844304
95,0.040585168123629
96,0.0650438367744518
97,0.0645859777243221
98,0.1957492618604864
99,0.0559484326396831
100,0.0133938846512809
101,0.1143871748419532
102,0.0287946725540441
103,0.0638149319049025
104,0.0369819628860331
105,0.0434736947710679
106,0.0220124238614279
107,0.0133097014979047
108,0.0127745618730604
109,0.0353303672047095
110,0.2058293279298358
111,0.0631136721159909
112,0.0155646257400566
113,0.1957661346829572
114,0.0253732585653542
115,0.033432868603244
116,0.0202708967873822
117,0.0835225482994009
118,0.0659598944286462
119,0.0117052220695531
120,0.0135441269150523
121,0.0346223446642161
122,0.1035272010587268
123,0.1887168668501307
124,0.1933013620256806
125,0.0194076263134538
126,0.0763365525410099
127,0.0221710824618402
128,0.0389815276168282
129,0.0840371034493491
130,0.0537492064533343
131,0.0980503668462678
132,0.0183846785941331
133,0.0120745871601447
134,0.0672915584793135
135,0.1133798325346778
136,0.0154303968803778
137,0.1229690466381489
138,0.0335454153056834
139,0.1528135200352826
140,0.1569912719125331
141,0.0196791060908926
142,0.0160637590226305
143,0.047489257459505
