ID,C1,C2,C3,C4
0,0.2646616855675776,0.0758229898118287,0.0950580453718835,0.0177341394674506
1,0.1218944939358581,0.0278127963455034,0.0836331793325776,0.024393948036107
2,0.617651549317404,0.1887721006558848,0.3631278742323452,0.1246964602115106
3,0.4159955869002689,0.0605310914678256,0.2378809969159597,0.1704361968232326
4,0.1378548701798965,0.0610190666182887,0.0943077738266261,0.0351917131420698
5,0.3722568202104841,0.2029167194913015,0.2503213281961912,0.1882024994202431
6,0.4854413050964896,1.1256397287564568,0.1639717086436981,0.204144653166822
7,0.1210290079510261,0.3521374803552561,0.1883757811956862,0.1658971037332441
8,0.1716561357064594,0.077360626709239,0.2545898006865578,0.0505942861282739
9,0.0877537394447673,0.0271591487606628,0.071964404858631,0.024393948036107
10,0.0877537394447673,0.113707145165651,0.0882653373628677,0.0196569629561629
11,0.8410898508776401,0.2226455090193184,0.111886395629012,0.4920950456591704
12,0.2968554205766369,0.0603828289884831,0.2316900388905601,0.050625369659486
13,1.2685767556580203,0.0538095965301607,0.5529590776641676,0.2047330552897797
14,0.1499742197378029,0.0545607371667273,0.0836331793325776,0.024393948036107
15,5.186380407544082,0.0935032083496907,4.044009140248859,1.694211699862593
16,0.1530190876258959,0.1103525791394048,0.0797741276547135,0.0171895616304602
17,0.0943022782488216,0.1122016873403908,0.0797741276547135,0.0171895616304602
18,0.0877537394447673,0.180020416528211,0.0944865209385575,0.0177341394674506
19,0.1218944939358581,0.3053133739148024,0.0886909936889829,0.014375042877021
20,4.941972744887924,0.2312231590757136,1.2229954792638131,1.5028437807714574
21,0.1210290079510261,0.1076371930747399,0.1811437685610549,0.0346712602850523
22,0.4224139491601337,0.1364024897401094,0.3380938624832602,0.1943042079593062
23,2.760242722001155,0.2524695861855861,2.241335979335458,0.7436120187713307
24,0.2175810101947237,0.0829459633849609,0.1141068830257104,0.0867400699726779
25,0.2357256587168623,0.4896573745812447,0.2531452602343457,0.1983737736091491
26,0.099151931939875,0.1467964742977045,0.0836331793325776,0.024393948036107
27,0.2052738780660976,0.0763354828949076,0.1488093927255654,0.3039090276661802
28,0.1139005359767426,0.088100958563561,0.0879843910443419,0.0268682901597123
29,0.3380120194090952,0.0926811677917129,0.0982260690289372,0.0171895616304602
30,0.3313412440514613,0.1571206460565435,0.3096607628031457,0.1726672025770887
31,0.2439950724113688,0.1875791232804175,0.2190647869938807,0.0487486457068946
32,0.1291258635504593,0.1856231596528658,0.0836331793325776,0.024393948036107
33,2.589274677335513,0.2126381054466463,0.3032297310638064,0.8668827194279067
34,0.1553936267776836,0.0535295642392583,0.1242209677803153,0.0483135886107113
35,0.0926033931358207,0.0861351342235565,0.0797741276547135,0.024393948036107
36,0.1151652375741352,0.0580390274543305,0.0797741276547135,0.024393948036107
37,0.1852114952674557,0.136645059398549,0.1088678709566416,0.0171895616304602
38,0.1779142322523941,0.2382790159088898,0.1335267671020524,0.041202911416861
39,1.7625385595059444,0.0708686467104115,0.7227317887809882,0.0938531915681444
40,0.9271852428831582,0.2380155627818993,0.7594107076511541,0.4658343749261469
41,0.1427428501232017,0.0305993876453129,0.0836331793325776,0.0426391216543045
42,0.1384857299311508,0.1061076771210054,0.0886909936889829,0.024393948036107
43,0.1078809385693122,0.0347133809253563,0.0985875734113911,0.1685802804504994
44,0.490304813491409,0.0706957473365463,0.3743138468926595,0.0462778793963145
45,0.1130085068328727,0.0464556497161965,0.0959494592025699,0.024393948036107
46,2.8939388128968377,0.094705616050166,2.308092662038729,0.2504318774527412
47,0.7494055931495924,0.0640103473332118,0.1266352330785999,0.0149196207140114
48,0.1913782034574498,0.0532598785929138,0.1531312163206571,0.0197012096260216
49,0.2132888969539155,0.0498077033251746,0.1071429350632066,0.014375042877021
50,0.3586478296241213,0.0846973047872296,0.0989149764864528,0.024393948036107
51,0.0839807216583241,0.1918153049399251,0.0744555117781097,0.014375042877021
52,0.3117168720385481,0.0411515411750287,0.1140474582426073,0.0397694066714968
