ID,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21
0,0.0895203258650061,0.0333136288426915,0.006801710274783,0.0903059504433186,0.0584698399887053,0.5581901914890486,0.1453236830538838,0.0527332367988272,0.1300974032109191,0.0244953477150429,0.031368172054023
1,0.0468319973942232,0.014832109864031,0.0025687515432314,0.0157576392851224,0.056095063007691,1.565803839916699,0.0234436018190347,0.0164252825075671,0.0255755659274013,0.0242100694659766,0.0071976960857469
2,0.0396351558424954,0.0085942732002452,0.0599429570480064,0.1002727515263286,0.0217564417523896,0.1629737028021927,0.1734050564527745,0.0961473130942757,0.0763344639674583,0.0364937696846082,0.0724394355179143
3,0.0317983788260347,0.0134717266373202,0.0046776190922979,0.0215678315364966,0.0267137088356173,0.3159065859842676,0.0420555812570267,0.0479235664848382,0.0559191436442352,0.0317735723720998,0.0221984070189833
4,0.0748562213508241,0.0103209185799216,0.0156282000186917,0.0152741817226269,0.0303346755224844,0.2938854027058559,0.1088433435624932,0.0203819623626039,0.0270586514365553,0.1597947372639337,0.0213177945765678
5,0.0372351685926102,0.0361028465667489,0.0170155584387197,0.0221349937858504,0.0671996015132969,0.2033318428773063,0.1387296292059357,0.0633253582223695,0.0843040344692483,0.0596551898844209,0.2076256797886131
6,1.0330867574559093,0.0504905075003564,0.0456215173091894,0.2529481112622234,0.0385289855310326,0.3224648310321945,2.748111088876594,0.1282616041958825,0.1050958574152386,0.0932315774472099,0.0677030594956491
7,0.0776993721579566,0.0164646010661756,0.0076980688385695,0.0162977899570178,0.0428891905592387,0.3435575099181014,0.1390746697115713,0.0702274013807034,0.104095775228225,0.2190456747294829,0.0368546038075478
8,-0.0077389871720967,0.1221541216954876,0.0071655934094853,0.0270925881343755,0.6320789708532026,4.269018600320779,0.0274845981302672,0.0264061353687573,0.0202917825648677,0.0202762075560768,0.0144352706370014
9,-0.0008317420747817473,0.0319761497703014,0.0039539131994701,0.0171232471991898,0.4235179253207968,4.930898922121488,0.0385964099814185,0.0155720806674942,0.0269619856911124,0.0148544907197956,0.0078919236652623
10,0.0152272894668822,0.0364126738895295,0.0165038520938508,0.0597505947114696,0.3040047053416708,2.1165943942366727,0.2406364435127937,0.0246532148326658,0.1267553057778595,0.0620769668813464,0.0344070373934996
11,0.0184989844518147,0.0224106256027455,0.0146196434203958,0.0319378066381359,0.1186032756866404,0.2541061638373512,0.5272184999166524,0.0203935036139008,0.1034799643984325,0.1820393681533515,0.2987912701609971
12,0.1427426904157012,0.0235416284640025,0.0069578508293411,0.0109765817040097,0.0772889416892064,1.1409715675151535,0.0342521681131796,0.0300693767372429,0.0622619266545425,0.0531176323835152,0.0322650210687029
13,-0.0032280002532549,0.0225581575422923,0.0058868016155839,0.0090036600748062,0.084392096852556,1.1310172591808814,0.0297052983923816,0.1410359881579787,0.0384450402863658,0.0202762075560768,0.0096899461309263
14,0.0043805679968189,0.0070121664020491,0.0082451309257703,0.027078824168977,0.065421102290005,0.3859059306311982,0.0407210049133749,0.019193228001837,0.0362274241255478,0.0204959523899615,0.0112626884033275
15,-0.0046142910569598,0.0234423805895433,0.0031720813916097,0.0146833601400358,0.0307241039825236,0.2730141825493055,0.0424567667914555,0.4277505722589702,0.0610225421408153,0.0482007287565521,0.0420118314227479
16,-0.0051601640050593,0.0127254244070657,0.0034294282276681,0.0455052135332989,0.0901371965353825,0.3691464747286963,0.0731611887722277,0.023317020054106,0.0775407418749343,0.0293573174486537,0.0450977987488627
17,0.0430920816627425,0.1324633513140299,0.0087447270116024,0.090320861294269,1.2107789168783565,5.189017635163255,0.9201405583998888,0.0370041893207379,0.1157714469349989,0.0559118079173513,0.0365846890849539
18,0.0388105565423659,0.0151589719789201,0.0096382047723298,0.0550972540825496,0.1115979789299523,0.4444263122029233,1.649582918133073,0.0430945472385936,0.0840759786590831,0.0362186585035542,0.0702177719644865
19,1.5612090155237497,0.02587848481285,0.0366768284304162,0.2914255918592899,0.0670266184731951,0.2646406589526313,0.3237096879792983,0.0365319815051187,0.1450498849155407,0.0274561899051205,0.0089387216243963
20,0.1131132572400907,0.0176828234070428,0.0249751996345447,0.0435151323511418,0.034370760445912,0.2897974274571615,0.1837900109939977,0.1950266530280494,0.1570602437622443,0.0574662291975128,0.0274522810318344
21,0.0965429739139047,0.0120888186247186,0.0068182489878359,0.0333468844917588,0.0358013437487749,0.2938854027058559,0.1021561842908152,0.041191149199745,0.1097396366549918,0.2226314892805986,0.1048047858871328
22,-0.0061873261922064,0.012424310221789,0.0067745034782168,0.0172412769609691,0.0217564417523896,0.1533220874596017,0.3248653942255072,0.0774585085333235,0.0996634907873577,0.0296457637369767,0.0405112839721155
23,0.1519695110392683,0.0517058084596585,0.0193104503697914,0.0360511091569533,0.2712183918099833,1.6389237929585951,0.2168083426922561,0.234439445821932,0.1317913851664294,0.0575257511874097,0.0297246625664015
24,0.0529194623413066,0.0120146031321867,0.0089599310524434,0.0867783003052791,0.0217564417523896,0.1761496996957439,0.397105693876237,0.0305785313999656,0.054109983816665,0.0502978813143327,0.0761278469030699
25,0.0872603238458673,0.030016901535376,0.0217221108562863,0.1445064687270969,0.033293582919017,0.2999411261159557,2.067067720253344,0.110553156048423,0.1573663013582486,0.1715013344720374,0.1655084052795032
26,0.0969806510574985,0.2099463478661648,0.0266154667271905,0.4362104333859334,0.8144948449605942,7.186586409433149,0.1161841245166027,0.0266811034403652,0.0434008184178024,0.0251492997259502,0.0104850715101534
27,-0.0015583261929634,0.0832695139215077,0.0046966432569696,0.0103081653221961,0.2712358634505869,2.3289804131243006,0.0234436018190347,0.0452254185134514,0.0257173319672807,0.0369964995398786,0.0141764594259043
28,0.0062701344435821,0.0068895492767781,0.013072320212701,0.0125701889417469,0.0402625603144621,0.2969175175864811,0.0392207304221113,0.0265804728720248,0.0326366995844987,0.0190849186247815,0.0323527623108716
29,0.0874534910124205,0.0084363225796125,0.0131425395259478,0.109596620787026,0.0329067571563279,0.5079781199790168,0.0481446179592051,0.0485024570903768,0.0508177862924461,0.0259865648614377,0.0405066750895244
30,0.0958765150771238,0.0180636831900785,0.0057657442062296,0.0534177920888323,0.0558072219189704,0.3813266298718381,0.2872991751764669,0.0837561424655867,0.1248309420098424,0.0309342728206557,0.0630471584622469
31,0.1850881153120974,0.0164197719486339,0.020333693145068,0.1135662477538899,0.0352159259544202,0.2343411968074369,1.2480249069749143,0.1072403097555941,0.081686546552045,0.050025945972362,0.0527178218830854
32,0.4094658811358515,0.0123484093864619,0.0116855966600297,0.1175044454602512,0.0493472163341572,0.4077390198114889,0.1146361053078902,0.0256649041608177,0.0545319318708973,0.1020894387830649,0.0155549628357007
33,0.0429229976293452,0.0244427452280008,0.0019137771193259,0.0330886030936126,0.0241442298991239,0.2267803865003961,0.3814940176061822,0.113057918645223,0.0717438675459192,0.0817207667779312,0.0603106051598629
34,0.0320679806216565,0.0737759351946626,0.0109493581224631,0.0199116856027031,0.9210605921232706,5.477097717962097,0.0234436018190347,0.0259449972241562,0.0192485011800428,0.0391336748644844,0.0123798999224859
35,-0.0012785857579296,0.0884852624075877,0.0051710587681537,0.062071009757612,0.3559509142776584,3.601319847254418,0.2193217952999287,0.020441477785949,0.0849019743018421,0.0518713393313246,0.0566854136390943
36,0.0135300354689627,0.0267794948485545,0.0097099001153972,0.0308002039712773,0.0927419777270039,2.323833720384501,0.0344545744855889,0.0164252825075671,0.0324325074831617,0.0178893765761186,0.011628675415956
37,-0.0192533171099144,0.0155325090590424,0.0056702534759326,0.0295831959122479,0.0440911618113966,0.2908502846009659,0.0710838209460956,0.0297929457033895,0.0762238774079919,0.0308134318102984,0.0634815114967537
38,0.2760757002559364,0.0132439555008688,0.0274994597823489,0.0300166231975636,0.0448182639136427,0.2895398164152729,0.1602307373659453,0.0442307850922368,0.042908606996433,0.2638179724700477,0.0594077027121571
39,0.0903001633874476,0.012203985734189,0.0218736104640567,0.0310044349323943,0.072679224662155,0.940955715054516,0.0685640527199023,0.0841158963763298,0.0404268665007849,0.0202762075560768,0.0089387216243963
40,0.25355418848305,0.0163700370284943,0.0659672312829769,0.0633584681039947,0.062385222879842,0.3146611555464196,0.2603573874484749,0.1104800816306813,0.090536603615507,0.0623562329397882,0.0189322234614124
41,0.011308914066297,0.0869548137051908,0.0042786559117346,0.0106940979465362,0.2961405262010737,2.1760036491657235,0.0522954096349888,0.0215993352927178,0.0130896467346948,0.0242100694659766,0.0086431481717923
42,0.1627924397752332,0.0109068595956644,0.0137709536457656,0.0559693463840558,0.0388636155528581,0.4020127634036916,0.1161257340545301,0.0173646018834695,0.0561586572190285,0.0263366368868501,0.0237104375660024
43,0.2791382728208669,0.0268440377185045,0.0095316360733408,0.037239986868637,0.0439930992559163,0.3605435321557897,0.0302683596064337,0.0198228379181962,0.0284540263120242,0.0084237396577973,0.0115365819760668
44,0.0062916823563359,0.1436164013466198,0.0067052709993368,0.0334458258442209,1.7088828000831051,11.52845962244166,0.0333495200875216,0.0421234666742528,0.035030666061995,0.0247679100349214,0.0092152403044351
45,-0.0025674080261911,0.0562798979944575,0.014106583410132,0.0218853447698093,0.1868404074973875,1.4344237533848363,0.0282845138253645,0.0155720806674942,0.0250133033439122,0.0216142742639076,0.0114865056343447
46,0.1214223930924717,0.0186829996063836,0.0093176585084929,0.0446327743050387,0.0821708249330037,0.4308771654948222,0.0840877177515534,0.1524710680992719,0.0363652551891953,0.0553231850854954,0.0103322869503941
47,0.0155425286613863,0.0102342783420256,0.0049248738942081,0.0222495676974104,0.0415216828749032,0.3040260328895974,0.0348748977093958,0.0296609219681848,0.1080707763503547,0.0189053071290855,0.0498032004502206
48,0.0022613296913911,0.0069271387946657,0.0106132553940565,0.0105741637678802,0.0490069842033187,0.4049313859183903,0.0624050703454298,0.0179701250913929,0.0409624179839028,0.0190849186247815,0.0166210915954039
49,0.012510603525838,0.0096619615250831,0.0068068237248349,0.0305207094100224,0.0267137088356173,0.3480978718477863,0.0473934768788052,0.0269561556220431,0.0473108387739371,0.0254056115146395,0.0212864161398797
