ID,C30,C31,C32,C33,C34,C35
0,0.0600049551697536,0.0423075876427575,0.0276889000598245,0.0651894299954137,0.0147380612167517,0.0316056970076933
1,0.0037991046095355,0.033438670454747,0.0247990029334729,0.0096783402818091,0.0065499558529091,0.0128233238773863
2,0.0632823302706326,0.1028884405335376,0.0905705207916113,0.0638827427457472,0.0109050003645216,0.0495446304320684
3,0.0043255922040059,0.0220539618115837,0.0271392018790763,0.0157640584922519,0.0172951148521797,0.0119245321183588
4,0.006133106083618,0.054765051634935,0.0374671511986932,0.0097784320416139,0.0086563119390967,0.0149638192319107
5,0.0238461724341702,0.1073621397539356,0.0890318143247938,0.01358535297679,0.0164976191796932,0.0458507429465716
6,0.4912750351334778,0.5180645272333678,0.4685945840570681,0.0645326126279287,0.0681688215360673,0.2041376387050367
7,0.0043769881716086,0.072390588677412,0.0943883931318893,0.0278351527678496,0.043113828923827,0.0989806429146701
8,0.0037991046095355,0.0495875348682276,0.0793653830774971,0.0726911937046424,0.0259141365519945,0.0510254166710401
9,0.0043255922040059,0.0204900005886558,0.0191684592742646,0.0098366744088452,0.0069412272848176,0.0132893902131617
10,0.007838809336428,0.0984674132158617,0.0674078622038038,0.0780989225162756,0.0108078261316159,0.0446804696184007
11,0.018249291327558,0.2709318507935351,0.1002276413738442,0.0609435478052518,0.0157716109403673,0.050376538903878
12,0.0037991046095355,0.0396026150304934,0.0359204716684004,0.0338721164475118,0.0099008553931463,0.0182526245898079
13,0.0037991046095355,0.0475619321426749,0.065256497110208,0.0099677476711549,0.0180252834376852,0.022176934773528
14,0.021428604855211,0.0316583386705716,0.0254939202737702,0.0135155955771751,0.0175143084358688,0.0108862971027737
15,0.0037991046095355,0.1155940343254443,0.134334860024505,0.0136546557743458,0.0595177950987755,0.1495294763712299
16,0.0059481040637563,0.0388041539321094,0.0386087306274973,0.0507286611098579,0.0079855865630571,0.0398883520410199
17,0.0744935849336996,0.0751695208367565,0.1065174202254681,0.1066242311276682,0.011184948293424,0.0832580670739152
18,0.0275348523694645,0.1361083746959267,0.1073415550878095,0.1005727280946048,0.0133697837597474,0.0546269143518874
19,0.9565883353691986,0.1731859756204031,0.1233992850962792,0.1634277058031302,0.0157548101903494,0.0597952519146237
20,0.0414997102755676,0.2294343151792092,0.1298284287464454,0.069610070227256,0.0267236563929082,0.1104044998136705
21,0.0037991046095355,0.0983799824278904,0.0869159987602003,0.0252205353109929,0.0102332886296545,0.0500970068932692
