ID,C1,C2,C3,C4,C5,C6,C7,C8
0,0.1516290417460797,0.0877794226916847,0.1047559531471457,0.0226805493239801,2.208656860800124,0.2424699709958082,0.0305290339757592,0.0152745817354701
1,0.1024384166633782,0.0365802094392819,0.0807526586177523,0.0200627207760255,0.7862055804780306,0.0574070162696448,0.0119705403295627,0.0035194675870701
2,0.5159114255623964,0.1929875791692865,0.2878945583397986,0.1400192957608517,0.7149627630333037,0.0133622993602335,0.0223600569344656,0.0070445039660302
3,0.5082176825784219,0.0475648074070449,0.1835353710376189,0.3353646260457601,0.504849470796193,0.0643670329303864,0.0171076750258324,0.0065672030446552
4,0.1342996501883564,0.0627933296354712,0.1023941495987351,0.0200627207760255,-0.1411286217426328,0.0133622993602335,0.0284144269418136,0.0047686577723328
5,0.9366361544055936,0.1732726593081423,0.3893289162843253,0.173268397478808,2.5429828085088726,0.0223370672323658,0.1098994688156183,0.0166331709156696
6,0.9579418570322988,0.8634609770873312,0.127738256083871,0.2413110845027979,1.5474768759067723,0.0200582926048815,0.2435866051683804,0.0227709592005015
7,0.1656174006460307,0.3620267082596655,0.159026749508525,0.0200627207760255,0.383860942054502,0.0960902447699487,0.0380538472155565,0.0035785706546124
8,0.1172499285133628,0.084178555277478,0.2360140635465036,0.0274867530916373,0.0675435029752173,0.127958631696311,0.0252452079777102,0.0054482527244221
9,0.0956850483601985,0.0266674280510159,0.0760348802032645,0.0200627207760255,0.0650060368552425,0.0586992615139029,0.0085113730702831,0.0050289077167366
10,0.0933804962372479,0.1306352076435104,0.0902326134565051,0.0188598990444581,2.598692071469463,0.2369078348132466,0.0742346244215839,0.010537495631583
11,1.2067073074689207,0.2468130922215749,0.3192346106116425,0.4913150886659998,6.640654285112737,0.0145289545765995,0.1140965946739727,0.0213786887439385
12,0.2698938393553791,0.0561262165146871,0.3140298514227148,0.0769117152322571,1.1793913433438996,0.2217001918910687,0.0163631509341174,0.0033909430617899
13,0.8406228349598197,0.0477453297580467,0.5566662298115667,0.1816068421122174,0.1067477244268724,0.007419927089723,0.0398280155815116,0.0066696240660934
14,0.1461294478325245,0.052589425286871,0.0862509581093441,0.0200627207760255,0.1415224282590992,0.0567609832509338,0.009370682396471,0.0101719876634564
15,5.303431234712068,0.1029044555188846,3.261022371199983,1.6379380552626237,0.9298209307243944,0.0320366232193924,0.0764207122562568,0.006636772669994
16,0.1364067982470689,0.0943068500864427,0.0808271625610764,0.0200627207760255,4.280611867745369,0.1096312153244076,0.0764675096644312,0.0102590590254879
17,0.0956850483601985,0.1258769665882681,0.0807526586177523,0.0200627207760255,1.1145048081752742,0.7803667780102848,0.0343095963227058,0.0076023262341226
18,0.0933804962372479,0.2092814734032544,0.1044613448503192,0.0206342268739383,1.3018299639743185,0.0178914146385073,0.0802391855933054,0.0082188287474895
19,0.0965978953575787,0.3283151123477836,0.0949503918709929,0.0171929936860244,0.9871653985082725,0.3209147683668567,0.0431761550035988,0.0249313141690112
20,2.74391128970851,0.2378749262797754,1.4952665731143902,2.0794904322938814,0.4101976314031839,0.0300661550722002,0.081008077430957,0.0097960843791628
21,0.1313824140055177,0.1344104065364917,0.1552234693263422,0.0200627207760255,0.2229544357596518,0.0152082086427986,0.0277558314002051,0.0043228755872081
22,0.3722752284778354,0.1179213546865611,0.3320040469443889,0.1602842875527705,1.6166075922865042,0.0133622993602335,0.0509939246627398,0.0080350606354517
23,2.959574292745262,0.3262550341905552,1.7907457854198987,0.7853580154715594,0.3553105352457117,0.4474015438321663,0.0412500756257175,0.0084012803232002
24,0.3811227263471184,0.1246905008019638,0.0922061850615542,0.030954276933756,1.2342687427207917,0.0154630941691726,0.0475469059685368,0.0108967041601903
25,0.2032512681147156,0.4993626271907232,0.197479379789042,0.0761737176454182,3.899370611432437,0.1027466047966305,0.2554511680801768,0.015790827572859
26,0.1024384166633782,0.143231647199147,0.0807526586177523,0.0200627207760255,0.0589882722906389,1.3238483992321568,0.0351796865662579,0.0441709312822826
27,0.5459410518927572,0.0680788349427274,0.154141980416211,0.1464016086193289,0.7522932943738618,0.109046067009695,0.0256594073754202,0.007170759124678
28,0.1492486562168298,0.0642673580377703,0.1044317248343255,0.0208858597562204,0.5437135982437888,0.0165462188309907,0.0526014861976507,0.0062189340156368
29,0.2140165018903164,0.0945720220997572,0.1728221472040282,0.0204146023843925,0.1751480375732848,0.0541362451334867,0.0111957596665122,0.0151922428745496
30,0.2455734469516275,0.1468445526633985,0.1503316624621625,0.0371287570106353,1.6592551746807425,0.0520395727366126,0.0712622411875743,0.0074380759284071
31,0.2411845059653816,0.2046433323384661,0.212766700500692,0.0530624413168545,0.7056273077523423,0.0280068392752587,0.046860613855293,0.0130797750630921
32,0.111681346181601,0.1551109208494125,0.0807526586177523,0.0200627207760255,0.0868892782218375,0.1840245412171503,0.0281662952812583,0.0518362654680134
33,1.6316023521179406,0.2493198489546302,0.3226109663556095,0.9568028811427788,3.4564184820828583,0.0155380812360823,0.0741150685673149,0.0142262410195729
34,0.1291146379483936,0.04047661746242,0.140003934695455,0.0545976584781449,0.1729543026430968,0.3114350044437747,0.0129057389814222,0.0081043053738216
35,0.0956850483601985,0.0843259349139515,0.0760348802032645,0.0200627207760255,3.813053902433216,0.8274501128911658,0.0360837242848136,0.0202498155381948
36,0.1024384166633782,0.0465335870330562,0.0807526586177523,0.0200627207760255,0.0650060368552425,0.2610039917639374,0.0084425330816118,0.0161985984100869
37,0.1421900739481745,0.1167804155929587,0.1275710453810866,0.0200627207760255,3.748890528577226,0.0633681889743462,0.0527549406457326,0.0088159288266655
38,0.2298716831540761,0.2376948827631821,0.1350883460436712,0.0617817787224914,3.684057365424428,0.0271274970731615,0.0490971830741871,0.0050377081620939
39,1.732717170478597,0.0638876694947356,1.5698909457606027,0.1003976796292256,0.136605349498472,0.0421058528012514,0.0186272747770233,0.0280363579309454
40,0.7665240528116075,0.2229570819190229,0.7721384233628165,0.3598688165312189,0.6703360006849601,0.0240469558051705,0.0826785388008973,0.0097960843791628
41,0.1192796946091649,0.0296079500921877,0.0807526586177523,0.0545976584781449,0.1167970232981809,0.1327943930231418,0.0088533495974077,0.0033207060856187
42,0.1387113503700194,0.0876962704287251,0.0807526586177523,0.0200627207760255,0.3753958264842134,0.0155380812360823,0.0106521603257677,0.015525186594063
43,0.1109837860388753,0.0396329754666766,0.1028390882602657,0.1605341924824308,0.1304184442906029,0.3285295113313628,0.0118578275388388,0.0384919500825748
44,0.303045279212117,0.0736112839085507,0.430221327074873,0.0412750282794724,0.083644423712007,0.2175817182000178,0.0251415777557811,0.0031218926720288
45,0.1205640634110269,0.0380459223460747,0.0807526586177523,0.0200627207760255,0.0819569757058837,0.0552961951474577,0.0084425330816118,0.015636287128986
46,3.710355565516099,0.0931430209174976,1.9695827266732928,0.2211833941055949,0.2064829004357073,0.3896429374439327,0.0293020952568584,0.0268918772595174
47,0.1680820170844046,0.0821435791958464,0.4439256382793651,0.003422574978743,2.193474034481346,0.0196843927846208,0.0393231838398749,0.0121847296191521
48,0.1361298163941202,0.044837673945014,0.1430539171742971,0.0206342268739383,0.2674675326497657,0.0320513370101258,0.0143890957398214,0.0059232470726459
49,0.377711583725929,0.0447714825213296,0.0964520176240008,0.0171929936860244,0.2977352257521255,0.0447915263943292,0.012336068873188,0.0069826168779076
50,0.2137245695160774,0.065973826095589,0.2104253713805924,0.0183958154175918,0.1008850192501762,0.0375217904806055,0.0113240900928902,0.0126903056748818
51,0.0875399749314485,0.2228852319976539,0.0643667887962188,0.0171929936860244,0.3409233597276164,0.179989149066751,0.0534776197483695,0.0213100761980643
52,0.3128805261625049,0.0433658448391469,0.1491380324187453,0.0683298738677542,0.0589882722906389,1.1184569207402095,0.0144412584441996,0.0085434372209095
53,0.7174447286928145,0.1187088707601759,0.2433009061096932,0.3576205798545409,3.254931203575301,0.0260633641741156,0.0480897300541785,0.0120302090695662
54,0.0989908621234891,0.1678209901592453,0.1456945680147733,0.0171929936860244,0.126530656494628,0.6660709774445428,0.0289478009118427,0.0251833009629666
55,1.734369628695592,0.1041213080179403,1.354558585055242,0.1871394339778482,0.5244392602525971,0.0588622333456447,0.0694701545754613,0.0068437688437955
56,0.2716034132575688,0.0592958179122178,0.1769052519994552,0.023775948584501,0.0589882722906389,0.2619551689489531,0.021794943614728,0.007562978303726
57,0.1743784736430345,0.0278590748139066,0.3272837807490255,0.0684168370444815,0.0646556360497692,-0.0267563691737445,0.00921529541221,0.0037147162998411
58,0.1126306544577775,0.0305385367764501,0.0695820536530341,0.0346760679040591,0.1070734783042774,0.2613521827592199,0.0258421751433305,0.024188634947281
59,1.253919880470082,0.7482124778819952,0.1901352135064776,0.3279221936773531,1.1465154440283862,0.0173839905186474,0.2014491739293392,0.0227709592005015
60,0.2667739417923687,0.2055283980707571,0.5655841042353537,0.2289491126085188,3.985743445538878,0.0159491102098405,0.091603028692751,0.0077796064384204
61,2.2775346553938536,0.6335551428404387,0.1786573597528736,0.831210542523025,0.8493057871582772,0.0326367748206399,0.1116370938262805,0.0213100761980643
62,0.435475868737146,0.1030432467459576,0.1900062198583733,0.0726658748699839,0.0937895329097722,0.0565451878359459,0.0119944148274187,0.0396865275056956
63,0.0956850483601985,0.0392009948490994,0.0807526586177523,0.0200627207760255,0.3887983990334527,0.0289730696826159,0.0103450950074291,0.0049870954113106
64,0.5667830458663476,0.0818637216807218,0.4182727548359658,0.2879931191801581,0.153212243929351,0.0159491102098405,0.022063363353587,0.0097960843791628
65,0.1024384166633782,0.1563098103224291,0.0773091942137803,0.0188598990444581,0.9994039265347732,0.3982910313501639,0.0329072469040655,0.0132932569081862
66,0.0956850483601985,0.0751747148760586,0.117549252656358,0.0200627207760255,0.5308265931289264,0.0416318748033523,0.0110403362733593,0.0050289077167366
67,0.1268400590455232,0.372675127161503,0.1010178804463471,0.0209062214944999,1.4499350795576669,0.0805163508051924,0.1016394566805646,0.0141356560139359
68,0.1126306544577775,0.7029923570720229,0.0952147796815957,0.0302019444298486,1.3531006651664703,0.3060106999477289,0.1901027377436351,0.0227709592005015
69,0.3269841143449841,0.0274970534601124,0.123097958585317,0.0545976584781449,0.1964860131392691,0.2171163038732634,0.0081933827560677,0.0049265540452
70,0.4616270520312784,0.0771906148811212,0.2507180669963823,0.0200627207760255,0.5855337372831622,0.0258545830878579,0.0114740103882612,0.0151922428745496
71,0.2163507159387765,0.182274880565248,0.3170385594312798,0.4779313300624046,3.625817813464869,0.0520797857319854,0.110145763174947,0.0146043026293813
72,0.2639964608063994,0.5637795150259735,0.1444937969390999,0.0200627207760255,3.973605466735512,0.0209351565576076,0.1192611095677223,0.0266906761922331
73,1.054156525624737,0.0793733140389776,0.6311406143541213,0.0229032117877643,0.1026000018591497,0.0350569776495836,0.0166871189841147,0.0135147786000419
74,0.3958114095551965,0.0908198367551193,0.148457742605428,0.2007396046192873,2.380792164321951,0.3405838246839271,0.0431716839931285,0.0132826683480419
75,0.1024384166633782,0.1250489666644824,0.0807526586177523,0.0200627207760255,0.099550830744169,0.2577151409208459,0.011693621821101,0.0396865275056956
76,0.2398131949415503,0.0851753499600562,0.1340700331675585,0.2580947134648006,0.1410240634704445,0.0146668699457228,0.0114177179922224,0.0160273419892877
77,0.1421900739481745,0.0861602177328421,0.1173659864180486,0.0200627207760255,5.950079579391945,0.047617770120633,0.0643382111858189,0.0105872124827914
78,0.3252916048334984,0.0654116429441018,0.2828689891212385,0.1171866565946977,0.4612751538643118,1.182889861913646,0.0172459764681805,0.005593348179504
79,0.1854621987843958,0.2518421319263979,0.1536657639845039,0.0213232789192836,2.973738807739186,0.0142558409719645,0.0762049149026809,0.0138711892073519
80,0.0956850483601985,0.1797321372586992,0.0807526586177523,0.0200627207760255,2.6726727123804945,0.4314540960625896,0.046059309495027,0.0105567894648305
81,0.4952419380245803,0.1720107029259196,0.2520217317688044,0.3465405011320974,2.280498968166261,0.0133622993602335,0.1052615443069756,0.0063132462769902
82,0.1024384166633782,0.2014297018476753,0.0807526586177523,0.0200627207760255,4.521448424164168,0.0935708249311579,0.0739483392891232,0.0099790789468573
83,0.9196574915953052,0.0560936360643353,0.5104289319752248,0.492624378204767,0.5401281709255039,0.1989050710984889,0.0138728036991922,0.0076852198631644
84,4.880471968423397,0.1878629824795752,2.3790966131091813,2.2364385187211733,1.257134517939425,0.0205060854208573,0.0889043579510287,0.0091560250817241
85,0.2637395713066754,0.0265118266333701,0.1547546080146681,0.0200627207760255,0.1052673343928967,0.1422379905419807,0.0081933827560677,0.0047268454669068
86,0.1812820698654351,0.0657134406219228,0.1437644614671122,0.266221693158571,0.3873910482561535,0.4875735323734266,0.0315274138530328,0.0331490689164314
87,0.1527616617789564,0.0815657547145491,0.0831672281092729,0.0188598990444581,0.273206480856947,0.0133622993602335,0.0150825256870264,0.0084625433433433
88,0.1387113503700194,0.0553133815637665,0.1189397973540004,0.0200627207760255,0.1314438517565344,0.0305972444479271,0.0240217772999274,0.0051324571664412
89,1.3075264919137657,0.2548586110069408,0.2790869869605054,0.1152589001231383,3.014354571545459,0.0142558409719645,0.1119384848708962,0.0142262410195729
90,0.2218011634944079,0.0458087018350596,0.2774895173097725,0.14237584071276,0.4469074421849421,0.1023617972099605,0.0099325137263038,0.0065672030446552
91,5.266267751674921,0.0875864818962981,2.397406642285245,1.5010773776394335,0.5469311062415494,0.0428637148583225,0.0364060424354791,0.0066765474162497
92,0.5789317077545522,0.2925291706860407,0.5097571600527268,0.0807017634161304,1.042533641383647,0.0262339554614305,0.0864010443902914,0.0082504076431763
93,0.2909347860662339,0.0422471073042942,0.1465729745869289,0.03244105577511,0.0824502474478998,0.6276497017392109,0.0212070410008125,0.006292747084048
94,0.2262024771010575,0.2246499238544601,0.319007498754258,0.1028072032150368,1.3092235728599684,0.0149242376795887,0.0351478296698731,0.0139440883336322
95,0.1024384166633782,0.250954623633308,0.0807526586177523,0.023775948584501,0.1373653680402407,0.485909992058078,0.0310361537823299,0.0470021963688526
