ID,C1,C2,C3,C4,C5,C6,C7
0,0.2646616855675776,0.0758229898118287,0.0950580453718835,0.0177341394674506,1.8467793735853544,0.3701217359506705,0.0324471989505271
1,0.1218944939358581,0.0278127963455034,0.0836331793325776,0.024393948036107,0.6607923967039591,0.0830183406818838,0.010472068600953
2,0.617651549317404,0.1887721006558848,0.3631278742323452,0.1246964602115106,0.2504844392478611,0.0149622181219461,0.0232580240507248
3,0.4159955869002689,0.0605310914678256,0.2378809969159597,0.1704361968232326,0.5060648970483947,0.1064529016679449,0.029153927446592
4,0.1378548701798965,0.0610190666182887,0.0943077738266261,0.0351917131420698,-0.0412495931286918,0.0120633859209197,0.0347820265357002
5,0.3722568202104841,0.2029167194913015,0.2503213281961912,0.1882024994202431,2.187364481791496,0.0120633859209197,0.0613297461117015
6,0.4854413050964896,1.1256397287564568,0.1639717086436981,0.204144653166822,1.8695914928193584,0.0172446275850239,0.258948654516749
7,0.1210290079510261,0.3521374803552561,0.1883757811956862,0.1658971037332441,0.5459987183075776,0.015155762436189,0.04714489421132
8,0.1716561357064594,0.077360626709239,0.2545898006865578,0.0505942861282739,0.0794664925142336,0.120268920576928,0.0312817956124634
9,0.0877537394447673,0.0271591487606628,0.071964404858631,0.024393948036107,0.0624447647660184,0.0484649775920848,0.0078169222702998
10,0.0877537394447673,0.113707145165651,0.0882653373628677,0.0196569629561629,3.423428710952044,0.1616894106286059,0.0734385721142333
11,0.8410898508776401,0.2226455090193184,0.111886395629012,0.4920950456591704,6.785297627729937,0.0120633859209197,0.2163655323121164
12,0.2968554205766369,0.0603828289884831,0.2316900388905601,0.050625369659486,1.5199189897339005,0.1873804476876108,0.0179823465431271
13,1.2685767556580203,0.0538095965301607,0.5529590776641676,0.2047330552897797,0.1777001964455615,0.0545100555777031,0.0300407122039048
14,0.1499742197378029,0.0545607371667273,0.0836331793325776,0.024393948036107,0.1516588755129981,0.0249203144361677,0.0080603714585466
15,5.186380407544082,0.0935032083496907,4.044009140248859,1.694211699862593,0.9717832730911816,0.0290696355245023,0.0441694505469657
16,0.1530190876258959,0.1103525791394048,0.0797741276547135,0.0171895616304602,4.223914350319296,0.0865932259861443,0.0452061966442359
17,0.0943022782488216,0.1122016873403908,0.0797741276547135,0.0171895616304602,1.5024635760291625,0.695007113829343,0.0436836409015684
18,0.0877537394447673,0.180020416528211,0.0944865209385575,0.0177341394674506,2.038668097675304,0.0240562571001651,0.0706614268652773
19,0.1218944939358581,0.3053133739148024,0.0886909936889829,0.014375042877021,2.1786384878741725,0.0964690191634877,0.0617187103006161
20,4.941972744887924,0.2312231590757136,1.2229954792638131,1.5028437807714574,0.8660649841858452,0.0271049809547553,0.0687219226518807
21,0.1210290079510261,0.1076371930747399,0.1811437685610549,0.0346712602850523,0.1332350948159495,0.0130466176218765,0.0469124584829986
22,0.4224139491601337,0.1364024897401094,0.3380938624832602,0.1943042079593062,2.0718066922217755,0.0126953921302634,0.0548586180392392
23,2.760242722001155,0.2524695861855861,2.241335979335458,0.7436120187713307,0.4692175456966418,0.6577667917321384,0.0552533210408144
24,0.2175810101947237,0.0829459633849609,0.1141068830257104,0.0867400699726779,1.2275710017365549,0.0185431125595647,0.0090331116708655
25,0.2357256587168623,0.4896573745812447,0.2531452602343457,0.1983737736091491,3.214402616309576,0.0402421470811537,0.2173545680185414
26,0.099151931939875,0.1467964742977045,0.0836331793325776,0.024393948036107,0.0549333501785207,1.2917748551721169,0.0331175452280293
