ID,kwh
2024-09-24_consumer_device_12_data_user_1,0.1523012054342652
2024-09-25_consumer_device_12_data_user_1,0.1890336053141036
2024-09-26_consumer_device_12_data_user_1,0.1960667608466574
2024-09-27_consumer_device_12_data_user_1,0.3122703518413582
2024-09-28_consumer_device_12_data_user_1,0.6310617711672203
2024-09-29_consumer_device_12_data_user_1,0.5155177220979349
2024-09-30_consumer_device_12_data_user_1,0.3836701823704752
2024-10-01_consumer_device_12_data_user_1,0.0933165482522563
2024-10-02_consumer_device_12_data_user_1,0.1119592778661863
2024-10-03_consumer_device_12_data_user_1,0.1119592778661863
2024-10-04_consumer_device_12_data_user_1,0.0933165482522563
2024-10-05_consumer_device_12_data_user_1,0.1119592778661863
2024-10-06_consumer_device_12_data_user_1,0.0395498214595827
2024-10-07_consumer_device_12_data_user_1,0.0138610530950936
2024-10-08_consumer_device_12_data_user_1,0.0740812816032084
2024-10-09_consumer_device_12_data_user_1,0.1273061728382126
2024-10-10_consumer_device_12_data_user_1,0.384764089928718
2024-10-11_consumer_device_12_data_user_1,0.384764089928718
2024-10-12_consumer_device_12_data_user_1,0.1459368059106746
2024-10-13_consumer_device_12_data_user_1,0.1459368059106746
2024-10-14_consumer_device_12_data_user_1,0.0649896249481353
2024-10-15_consumer_device_12_data_user_1,0.0848335497387561
2024-10-16_consumer_device_12_data_user_1,0.2960039144193397
2024-10-17_consumer_device_12_data_user_1,0.0845544618744279
2024-10-18_consumer_device_12_data_user_1,0.0943972152847673
2024-10-19_consumer_device_12_data_user_1,0.064245651588204
2024-10-20_consumer_device_12_data_user_1,0.0845544618744279
2024-10-21_consumer_device_12_data_user_1,0.0749907963284167
2024-10-22_consumer_device_12_data_user_1,0.0539621081509503
2024-10-23_consumer_device_12_data_user_1,0.2743488051303538
2024-10-24_consumer_device_12_data_user_1,0.2743488051303538
2024-09-24_consumer_device_12_data_user_10,0.1606388207831296
2024-09-25_consumer_device_12_data_user_10,0.1976328885023358
2024-09-26_consumer_device_12_data_user_10,0.1976328885023358
2024-09-27_consumer_device_12_data_user_10,0.0911136764873626
2024-09-28_consumer_device_12_data_user_10,0.2540817278743598
2024-09-29_consumer_device_12_data_user_10,0.2784794037536594
2024-09-30_consumer_device_12_data_user_10,0.25257783516579
2024-10-01_consumer_device_12_data_user_10,0.0138610530950936
2024-10-02_consumer_device_12_data_user_10,0.0138610530950936
2024-10-03_consumer_device_12_data_user_10,0.0138610530950936
2024-10-04_consumer_device_12_data_user_10,0.0138610530950936
2024-10-05_consumer_device_12_data_user_10,0.0138610530950936
2024-10-06_consumer_device_12_data_user_10,0.0138610530950936
2024-10-07_consumer_device_12_data_user_10,0.0138610530950936
2024-10-08_consumer_device_12_data_user_10,0.0138610530950936
2024-10-09_consumer_device_12_data_user_10,0.0138610530950936
2024-10-10_consumer_device_12_data_user_10,0.0697013851561459
2024-10-11_consumer_device_12_data_user_10,0.060798497342399
2024-10-12_consumer_device_12_data_user_10,0.0276392292537602
2024-10-13_consumer_device_12_data_user_10,0.0138610530950936
2024-10-14_consumer_device_12_data_user_10,0.0189920462974223
2024-10-15_consumer_device_12_data_user_10,0.0336532978647264
