Timestamp,Water_Consumption
01/01/2015 00,219.63372843293843
01/01/2015 08,150.39130807386385
01/01/2015 16,270.8033889485954
01/01/2016 00,82.66053675494176
01/01/2016 08,102.40483721418887
01/01/2016 16,198.0485884885213
01/01/2017 00,183.6100035629246
01/01/2017 08,130.09873112947767
01/01/2017 16,68.27420149823377
01/01/2018 00,141.9805305569748
01/01/2018 08,148.2903232425786
01/01/2018 16,141.08553696241188
01/01/2019 00,147.85452629916762
01/01/2019 08,252.2493569663974
01/01/2019 16,167.80462940767512
01/01/2020 00,277.69210649684544
01/01/2020 08,204.48703065069287
01/01/2020 16,100.04484904471803
01/02/2015 00,167.45343436108976
01/02/2015 08,103.98860508989571
01/02/2015 16,169.3566053882086
01/02/2016 00,69.73029396179462
01/02/2016 08,206.73910374679087
01/02/2016 16,69.65885774296116
01/02/2017 00,226.9028733528103
01/02/2017 08,101.19238230106292
01/02/2017 16,62.062132254806194
01/02/2018 00,153.93283033562116
01/02/2018 08,100.32168593043151
01/02/2018 16,85.54259080653831
01/02/2019 00,114.89649680824296
01/02/2019 08,120.95911982905344
01/02/2019 16,96.83373664963892
01/02/2020 00,112.76816162217736
01/02/2020 08,147.0354017483196
01/02/2020 16,118.4785822046914
01/03/2015 00,143.34325933557815
01/03/2015 08,273.078890737234
01/03/2015 16,220.62055916905987
01/03/2016 00,157.97564176837872
01/03/2016 08,92.02232764670283
01/03/2016 16,190.53481328138704
01/03/2017 00,138.54405981516146
01/03/2017 08,39.3746004620462
01/03/2017 16,73.68945414852602
01/03/2018 00,85.76212757168796
01/03/2018 08,179.89486652123836
01/03/2018 16,214.7507264459388
01/03/2019 00,112.49538049865696
01/03/2019 08,159.71447583895363
01/03/2019 16,89.03325647995895
01/03/2020 00,125.70860944103823
01/03/2020 08,228.09563166753983
01/03/2020 16,339.2950382138593
01/04/2015 00,126.3423204417806
01/04/2015 08,205.0652002418884
01/04/2015 16,225.0895813986953
01/04/2016 00,132.04224684566458
01/04/2016 08,42.34605185613419
01/04/2016 16,187.45383321087303
01/04/2017 00,100.73009758435845
01/04/2017 08,212.41118189764185
01/04/2017 16,132.719977492733
01/04/2018 00,317.48505630690045
01/04/2018 08,110.79773735469809
01/04/2018 16,141.22817038978968
01/04/2019 00,226.61028802351348
01/04/2019 08,199.1244504909889
01/04/2019 16,95.22062694413012
01/04/2020 00,233.61029385773983
01/04/2020 08,79.07093366487975
01/04/2020 16,264.0973997055095
01/05/2015 00,73.44799057129063
01/05/2015 08,215.2315662291792
01/05/2015 16,107.34801270093531
01/05/2016 00,103.29755494956416
01/05/2016 08,366.2971919148154
01/05/2016 16,319.0367482849282
01/05/2017 00,167.05872990918195
01/05/2017 08,118.74623666369236
01/05/2017 16,76.73336230670067
01/05/2018 00,123.6679267440474
01/05/2018 08,304.20950390406284
01/05/2018 16,188.0328276730661
01/05/2019 00,87.98583837099456
01/05/2019 08,65.8618798391036
01/05/2019 16,101.513895862372
